Title,Year,DOI
Improving the Generalizability of Robot Assembly Tasks Learned from Demonstration Via CNN-Based Segmentation,2019,10.1109/coase.2019.8843029
A vision-language-guided and deep reinforcement learning-enabled approach for unstructured human-robot collaborative manufacturing task fulfilment,2024,10.1016/j.cirp.2024.04.003
Learning Macro Actions from Instructional Videos Through Integration of Multiple Modalities,2013,10.1007/s12369-012-0167-6
SocRob - A society of cooperative mobile robots,1998,
Learning from observation using primitives,2001,
A whole-body control framework for humanoids operating in human environments,2006,10.1109/ROBOT.2006.1642100
THE SPACE STATION FREEDOM EVOLUTION-PHASE - CREW-EVA DEMAND FOR ROBOTIC SUBSTITUTION BY TASK PRIMITIVE,1989,10.1109/ROBOT.1989.100187
FORMING COMPLEX DEXTEROUS MANIPULATIONS FROM TASK PRIMITIVES,1994,
Intelligent control method on primitive in micro-operation robot,2003,
Intelligent Attributes of Voice Assistants and User's Love for AI: A SEM-Based Study,2023,10.1109/ACCESS.2023.3286570
The New Robotics Age: Meeting the Physical Interactivity Challenge,2016,10.1007/978-3-319-33714-2_2
Learning Multi-Granularity Task Primitives from Construction Videos for Human-Robot Collaboration,2024,
Kinematic Control Algorithms and Robust Controller Design for Rescue Robot,2014,
"Dynamics Based Motion Optimization and Operational Space Control with an Experimental Rescue Robot, HUBO T-100",2015,
A constrained optimization approach to virtual fixtures,2005,
Development of a Tele-Operated Rescue Robot for a Disaster Response,2018,10.1142/S0219843618500081
Design of singularity-robust and task-priority primitive controllers for cooperative manipulation using dual quaternion representation,2017,
DanceMVP: Self-Supervised Learning for Multi-Task Primitive-Based Dance Performance Assessment via Transformer Text Prompting,2024,
Learning multi-granular worker intentions from incomplete visual observations for worker-robot collaboration in construction,2024,10.1016/j.autcon.2023.105184
A comparison of sliding mode and integral sliding mode controls for robot manipulators,2009,
UMI: An interactive supervisory and shared control system for telerobotics,1990,
Clamp grasping and insertion task automation for automobile industry,2010,10.1109/SII.2010.5708341
Teleoperation control of Baxter robot using body motion tracking,2014,10.1109/MFI.2014.6997722
A distributed model of concurrency for robot sensorimotor synchronization,1990,
Forming complex dextrous manipulations from task primitives,1994,
Primitive based control of the Utah/MIT dextrous hand,1991,
New possibilities of robot arm motion simulation,2016,
Whither the home robot? - A personal opinion,1982,10.1016/0165-6074(82)90007-2
Learning Insertion Primitives with Discrete-Continuous Hybrid Action Space for Robotic Assembly Tasks,2022,10.1109/ICRA46639.2022.9811973
Representation and mapping of dexterous manipulation through task primitives,2013,10.1109/ICRA.2013.6631100
Robot Behavior-Tree-Based Task Generation with Large Language Models,2023,
Internet-based telerobotics of mobile manipulators: Application on RobuTER/ULM,2012,10.1007/978-3-642-33515-0_62
Development of a tele-operated rescue robot for a disaster response,2018,10.1142/S0219843618500081
End-user robot programming using mixed reality,2019,10.1109/ICRA.2019.8793988
Distributed computing by mobile robots: Solving the uniform circle formation problem,2014,10.1007/978-3-319-14472-6_15
Distributed computing by mobile robots: Gathering,2012,10.1137/100796534
Learning optimal robotic tasks,1996,10.1109/64.491280
Kinematic control algorithms and robust controller design for rescue robot,2014,10.1109/ICCAS.2014.6987858
CAT Finland: Executing primitive tasks in parallel,1999,10.1007/3-540-48422-1_36
A Simluation Model for Robot System Selection using Task Primitives for Expressing Actions and Data Structures,2022,10.1109/IIAI-AAI-Winter58034.2022.00054
Robot Task Primitive Segmentation from Demonstrations Using Only Built-in Kinematic State and Force-Torque Sensor Data,2023,10.1109/CASE56687.2023.10260448
Fuzzy representation of grasping modes,1996,
LEARNING to ACT from OBSERVATION and PRACTICE,2004,10.1142/S0219843604000307
Learning multi-granularity task primitives from construction videos for human-robot collaboration,2023,
Development of autonomous human-type service robot,1996,
Dual-arm supervisory and shared control task description and execution,1994,10.1016/0921-8890(94)90045-0
SocRob - a society of cooperative mobile robots,1998,
A Hierarchical Approach to Evolving Behaviour-Trees for Swarm Control,2024,10.1007/978-3-031-56852-7_12
Task scheduling for cooperative human/robotic space operations,2008,10.4271/2008-01-1985
Towards learning robotic reaching and pointing: An uncalibrated visual servoing approach,2009,10.1109/CRV.2009.47
Telerobotic control by virtual fixtures for surgical applications,2007,10.1007/978-3-540-71364-7_23
Cooperative Manipulation by Autonomous Intelligent Robots,1993,10.1299/kikaic.59.2318
Improving the Generalizability of Robot Assembly Tasks Learned from Demonstration via CNN-based Segmentation,2019,10.1109/COASE.2019.8843029
Complex task allocation and execution for teams of multiple autonomous vehicles,2006,
TASK REPRESENTATION IN ROBOT CONTROL - I: THEORY.,1987,
The Age of Human-Robot Collaboration,2019,10.1007/978-3-319-78963-7_2
Program mobile robots in Scheme,1992,
Investigations into several approaches to EVA-robot integration,2007,10.4271/2007-01-3232
Towards a Humanoid Teaching Assistant-Robot-Primitives Knowledge Modeling,2023,10.1007/978-3-031-20601-6_66
Space Station Freedom evolution-phase: crew-EVA demand for robotic substitution by task primitive,1989,
"Dynamics based motion optimization and operational space control with an experimental rescue robot, HUBO T-100",2015,10.1109/AIM.2015.7222631
SENSOR-BASED GRASP CONTROL: AN EVIDENTIAL REASONING APPROACH.,1987,
An AI-based robot program generation system for assembly automation,1990,10.1117/12.969818
A hierarchical planner for robot tasks and motion control,1990,10.1109/IMC.1990.687314
Simplifying synchronization in cooperative robot tasks - An enhancement of the Manipulation Primitive paradigm,2016,10.1109/ETFA.2016.7733552
Dynamic modularization and synchronization for intelligent robot coordination: The concept of functional time-dependency,1991,
Low-cost impedance controlled multifinger gripper,2016,10.1109/MMAR.2016.7575161
