Title,Year,DOI
Learning Self-Confidence from Semantic Action Embeddings for Improved Trust in Human-Robot Interaction,2024,10.1109/ICRA57147.2024.10611445
Automated and Cycle Time Optimized Path Planning for Robot-Based Inspection Systems,2016,10.1016/j.procir.2016.02.021
A Method of Generating a Set of Common Coordinates for a Robot Swarm with Only Ranging Capability - Principles and Computer Simulations,2009,10.1587/transcom.E92.B.3726
Neuromorphic Computing for Interactive Robotics: A Systematic Review,2022,10.1109/ACCESS.2022.3219440
ON USING EMOTIONS IN DECISION-MAKING BY SITUATED ROBOTS,2012,
DYNAMIC MANUFACTURING CAPABILITY ASSESSMENT OF INDUSTRIAL ROBOTS BASED ON FEEDBACK INFORMATION IN CLOUD MANUFACTURING,2017,
Performance Evaluation of a Robot-Mounted Interferometer for an Industrial Environment,2020,10.3390/s20010257
Hydrodynamic analysis and motion control of the Coanda-effect jet thruster for underwater robots,2022,10.1016/j.oceaneng.2022.113096
Posture self-stabilizer of a biped robot based on training platform and reinforcement learning,2017,10.1016/j.robot.2017.09.001
Extreme High Step Climbing: Nonlinear Analysis of a Highly-Deformable-Tracked Robot,2023,10.1109/TMECH.2022.3216714
Toolbox Release: A WiFi-Based Relative Bearing Framework for Robotics,2022,10.1109/IROS47612.2022.9981230
Research on the Deicing Robot and Motion Characteristic of the Four Divisions High-Voltage Line,2018,10.1088/1757-899X/417/1/012008
Effective Tool-Point Acceleration of Serial Chain Mechanisms Based on Basic Geometric Transformations,2009,10.1115/1.3204254
Being sociable: Multirobots with self-sustained energy,2007,
Autonomous navigation of mobile robots in unknown environments using off-policy reinforcement learning with curriculum learning,2024,10.1016/j.eswa.2024.123202
ISTA: Automatic Test Case Generation and Optimization for Intelligent Systems based on Coverage Analysis,2023,10.1109/SANER56733.2023.00086
"CHERI Macaroons: Efficient, host-based access control for cyber-physical systems",2020,10.1109/EuroSPW51379.2020.00099
"Design strategy and issues of the Delthaptic, a new 6-DOF parallel haptic device",2018,10.1016/j.mechmachtheory.2018.06.015
Micropositioning and Control of an Underactuated Platform for Microscopic Applications,2016,10.1109/TMECH.2016.2579620
IQ-ASyMTRe: Forming Executable Coalitions for Tightly Coupled Multirobot Tasks,2013,10.1109/TRO.2012.2228135
Conversational case-based planning for agent team coordination,2001,
View Estimation Learning based on Value System,2009,10.1109/FUZZY.2009.5277378
A Solution for Controlling the Parameters of Electricity Consumption in an Intelligent Home,2021,10.1109/ICCC51557.2021.9454619
Snappability and singularity-distance of pin-jointed body-bar frameworks,2022,10.1016/j.mechmachtheory.2021.104510
Laser-induced graphene based triboelectric nanogenerator for accurate wireless control and tactile pattern recognition,2023,10.1016/j.nanoen.2023.108229
Monitoring and Adapting the Physical State of a Camera for Autonomous Vehicles,2024,10.1109/TITS.2023.3328811
Compositional Servoing by Recombining Demonstrations,2024,10.1109/ICRA57147.2024.10609978
Modeling and position control of a high performance twisted-coiled polymer actuator,2018,
Multiobjective Optimization of the PMSM With the Same Number of Poles and Slots Considering Dynamic Response and Torque Performance,2024,10.1109/TMECH.2024.3398040
A Bio-Inspired Whisker Sensor Based on Triboelectric Nanogenerators,2020,10.1109/YAC51587.2020.9337588
A Fully Biodegradable Ferroelectric Skin Sensor from Edible Porcine Skin Gelatine,2021,10.1002/advs.202005010
Evolution of Cyber-Physical Production Systems supported by community-enabled experiences,2017,
Interactive method research of dual mode information coordination integration for astronaut gesture and eye movement signals based on hybrid model,2023,10.1007/s11431-022-2368-y
A Semi-supervised Puzzle-Based Method for Separating the Venous and Arterial Vascular Networks in Retinal Images,2014,
Autonomy: Life and Being,2010,
Recent developments of the HLPR chair,2007,10.1109/ICORR.2007.4428551
Robust System Portfolio Modeling and Solving in Complex System of Systems Construction,2016,
A guidance reconfiguration strategy to handle aileron actuator fault,2015,
All-Polymer Based Stretchable Rubbery Electronics and Sensors,2022,10.1002/adfm.202111232
Bio-inspired shape-memory structural color hydrogel film,2022,10.1016/j.scib.2021.10.010
Overview and update of the Demo III Experimental Unmanned Vehicle program,2000,10.1117/12.391631
A bio-inspired soft-rigid hybrid actuator made of electroactive dielectric elastomers,2020,10.1016/j.apmt.2020.100814
The sky-wave radar detection performance computing based on the dynamic ionospheric model,2015,10.1016/j.neucom.2014.10.073
Dynamic feed-forward control of a parallel kinematic machine,2009,10.1016/j.mechatronics.2008.11.004
A Vehicle Detection Model Based on 5G-V2X for Smart City Security Perception,2021,10.1155/2021/5237568
Dual tumor-targeted multifunctional magnetic hyaluronic acid micelles for enhanced MR imaging and combined photothermal-chemotherapy,2018,10.1016/j.colsurfb.2018.02.005
The Construction of Quantitative Research on Evaluation of Independent Innovation Ability of Small and Medium-sized Industrial Enterprises,2019,10.1109/ICRIS.2019.00136
Improvement and Fusion of A* Algorithm and Dynamic Window Approach Considering Complex Environmental Information,2021,10.1007/s13369-021-05445-6
Fixed Wing UAV-based Non-Terrestrial Networks for 5G millimeter wave Connected Vehicles,2023,10.1109/CCWC57344.2023.10099281
Development of an intelligent control system for wood drying processes,2001,
Digital colloid-enhanced Raman spectroscopy for the pharmacokinetic detection of bioorthogonal drugs,2024,10.1039/d4sc02553a
Recurrent temporal networks and language acquisition - from corticostriatal neurophysiology to reservoir computing,2013,10.3389/fpsyg.2013.00500
A ROS-based Simulator for Testing the Enhanced Autonomous Navigation of the Mars 2020 Rover,2020,10.1109/aero47225.2020.9172345
A Decision Support Methodology for the Design of Reconfigurable Assembly Systems,2018,10.1016/j.ifacol.2018.08.243
UbiCap: A Capability-based Run-time Model for Heterogeneous Sensors Management in Ubiquitous Operating System,2023,10.1145/3609437.3609448
Enhancing Robot Manipulation Skill Learning with Multi-task Capability Based on Transformer and Token Reduction,2024,10.1007/978-981-99-8021-5_10
A Comparison of Model-Free Controllers for Trajectory Tracking in a Plant-Inspired Soft Arm,2025,10.1007/978-3-031-72597-5_15
Multiple terrain traversal capabilities based mechanism dimension design for a six-legged robot using performance charts from analytical conditions,2024,10.1016/j.mechmachtheory.2024.105731
"32nd USENIX Security Symposium, USENIX Security 2023",2023,
Design Optimization of High-Torque BLDC Motors with Various Slot/Pole Combinations for Robotic Applications,2024,10.1109/ECCE55643.2024.10861849
Intrinsic sensing oriented inchworm-inspired soft robotic system for space station tubular inspection,2024,10.52202/078364-0084
"""What does your robot do?""A tabletop role-playing game to support robot design",2021,10.1109/RO-MAN50785.2021.9515554
"22nd International Conference on Enterprise Information Systems, ICEIS 2020",2021,
Gazebo Fluids: SPH-based simulation of fluid interaction with articulated rigid body dynamics,2022,10.1109/IROS47612.2022.9982036
A biomimetic skin-like sensor with multiple sensory capabilities based on hybrid ionogel,2021,10.1016/j.sna.2021.112855
Human-in-the-loop Optimization for Adaptive Assist-as-Needed Rehabilitation,2022,10.1109/CYBER55403.2022.9907294
Exploring Capability-Based Control Distributions of Human-Robot Teams Through Capability Deltas: Formalization and Implications,2024,10.1109/SMC54092.2024.10831015
Magnetically Driven Soft Continuum Microrobot for Intravascular Operations in Microscale,2022,10.34133/2022/9850832
BLOCSIE - Benchmark for LOCalization in a Simulated Industrial Environment,2023,10.1109/ICAR58858.2023.10406777
Towards multifunctional robotic pills,2024,10.1038/s41551-023-01090-6
Robotic Monitoring System for Children's Harmful Behaviors,2024,10.1109/ICASI60819.2024.10547732
Multi-Vehicle Dynamic Water Surface Monitoring,2023,10.1109/LRA.2023.3304533
Fault Management in Meshed MVDC Grids Enabling Uninterrupted Operation,2023,10.30420/566091038
Development of a robotic Fluid Transfer interface based on RIDER connector,2022,
A Novel 4-DOF 3UPU-2UPU-RRR Parallel Manipulator with Full Rotational Capability Based on Redundancy,2024,10.1007/978-3-031-64057-5_40
A reference implementation for knowledge assisted robot development for planetary and orbital robotics,2023,10.1016/j.actaastro.2023.05.015
PEC: Human-robot collaborative dataset for behavior recognition in pathology examination scenes,2024,10.1007/s11042-024-19081-3
Kinematics Characteristic Analysis of an Airborne SAR Stabilized Platform Based on Finite-Step-Integration Method,2023,10.1109/CISS60136.2023.10380068
Efficient Online Transfer Learning for 3D Object Classification in Autonomous Driving,2021,10.1109/ITSC48978.2021.9565110
"Low-cost methods to assess beer quality using artificial intelligence involving robotics, an electronic nose, and machine learning",2020,10.3390/fermentation6040104
Exploring the role of trust and expectations in cri using in-the-wild studies,2021,10.3390/electronics10030347
An Empirical Study on the Influence of Informatization Level on Regional Innovation Capability based on VAR model: Take Guangxi Zhuang Autonomous Region of China as an example,2021,10.1145/3473714.3473795
Surprise Adequacy-Guided Deep Neural Network Test Inputs Generation; [意外充分性引导的深度神经网络测试样本生成],2024,10.7544/issn1000-1239.202220745
Research Progress of Loading Control Strategy of IRSS Test Platform Based on Neural Network,2020,10.1109/ISAS49493.2020.9378838
Deep contrastive learning based UWB AOA localization method in NLOS environments,2024,10.1117/12.3026415
Mobile Machine Tending with ROS2: Evaluation of system capabilities,2023,10.1109/ETFA54631.2023.10275686
"2024 IEEE International Conference on Control Science and Systems Engineering, ICCSSE 2024",2024,
A scoping review of human robot interaction research towards Industry 5.0 human-centric workplaces,2024,10.1080/00207543.2023.2172473
Understanding the extent to which farmers are capable of mitigating climate change: A carbon capability perspective,2021,10.1016/j.jclepro.2021.129351
Project Report: Requirements for a Social Robot as an Information Provider in the Public Sector,2024,10.1007/s13218-024-00840-1
Artificial intelligence in robot-assisted radical prostatectomy: where do we stand today?,2024,10.1007/s11701-024-02143-x
Multi-responsive soft actuator with integrated ultrasensitive sensing performances for human motion detection and soft robots,2023,10.1016/j.sna.2022.114149
Machine-Vision-Based Enhanced Deep Genetic Algorithm for Robot Action Analysis,2022,10.1155/2022/4047826
Sorting operation method of manipulator based on deep reinforcement learning,2023,10.1142/S1793962323410076
2D Ti3C2Tx MXene-based light-driven actuator with integrated structure for self-powered multi-modal intelligent perception assisted by neural network,2025,10.1016/j.nanoen.2024.110552
From Molecular Robotics to Molecular Cybernetics: The First Step Toward Chemical Artificial Intelligence,2023,10.1109/TMBMC.2023.3304243
Robot Operating System (ROS) Framework for Swarm Drone Flight Controller,2022,10.1109/ISITIA56226.2022.9855356
OVERVIEW OF EQUIPMENT AND SUBASSEMBLIES FOR THE ESM PROPULSION SYSTEM FOR ARTEMIS MOON EXPLORATION PROGRAM,2023,
Influencing Factors of Government Internet Service Capability-Based on the Regression Analysis of China's Prefecture-level Administrative Region,2021,10.1145/3473714.3473752
Development of a Novel Redundant Parallel Mechanism with Enlarged Workspace and Enhanced Dexterity for Fracture Reduction Surgery,2024,10.1109/IROS58592.2024.10801501
Robots for Humanity: In-Home Deployment of Stretch RE2,2024,10.1145/3610978.3641114
RAMB: Validation of a Software Tool for Determining Robotic Assistance for People with Disabilities in First Labor Market Manufacturing Applications,2022,10.1109/SMC53654.2022.9945241
"ViCA: Combining visual, Social, and Task-orientedconversational AI in a Healthcare Setting",2021,10.1145/3462244.3479909
A bio-inspired whisker sensor based on triboelectric nanogenerators,2020,10.1109/YAC51587.2020.9337588
A Review of Motion Segmentation: Approaches and Major Challenges,2020,10.1109/IMITEC50163.2020.9334076
Towards human capability estimation to enhance human-robot team performance; [Abschätzung der menschlichen Fähigkeiten zur Verbesserung der Performanz von Mensch-Roboter-Teams],2024,10.1515/auto-2024-0096
A Dexterous Soft Robotic Hand for Delicate In-Hand Manipulation,2020,10.1109/LRA.2020.3007411
ZodiAq: An Isotropic Flagella-Inspired Soft Underwater Drone for Safe Marine Exploration,2025,10.1089/soro.2024.0036
A bio-inspired robot navigation model based on the environmental cognitive mechanism of the rat brain hippocampus,2023,10.1016/j.jer.2023.100083
ROS Supported Heterogeneous Multiple Robots Registration and Communication with User Instructions,2022,10.1109/ICARC54489.2022.9753837
An Untethered Soft Crawling Robot Driven by Wireless Power Transfer Technology,2024,10.1002/smll.202309661
Development and Deployment of Multi-mission Intelligent Autonomous Maritime Systems,2020,10.1109/IEEECONF38699.2020.9389351
An initial framework of dynamic software product line engineering for adaptive service robot,2020,10.1109/ICOSICA49951.2020.9243199
"Humanoid Robots for Wellbeing Assessment in Children: How Does Anxiety towards the Robot Affect Perceptions of Robot Role, Behaviour and Capabilities?",2023,10.1109/RO-MAN57019.2023.10309486
A simple yet smart head module for mobile manipulators,2023,10.1109/ETFA54631.2023.10275645
A Unified Bi-Directional Model for Natural and Artificial Trust in Human-Robot Collaboration,2021,10.1109/LRA.2021.3088082
Leveraging Cognitive States in Human-Robot Teaming,2022,10.1109/RO-MAN53752.2022.9900794
IoT-Enabled Robot Skin System for Enhancement of Safe Human-Robot Interaction,2021,10.1007/978-3-030-89098-8_43
Trajectory tracking and obstacle avoidance of a redundant robotic manipulator based on the improved grey wolf optimizer; [基 于 改 进 灰 狼 算 法 的 冗 余 机 械 臂 轨 迹 跟 踪 与 避 障],2023,10.37188/OPE.20233124.3595
Analysis of the effects of interfacial parameters on the thermal conductivity properties of SiC/SMPU composites,2025,10.1002/pc.29177
Knowledge processing using EKRL for robotic applications,2017,10.4018/IJCINI.2017100101
Real-Time Simulation Technologies in Engineering,2014,10.1002/9781118694190.ch4
Hierarchical planning for error recovery in automated industrial robotic systems,2017,10.1109/SMC.2016.7844433
ACM International Conference Proceeding Series,2015,
Pancakes: A software framework for distributed robot and sensor network applications,2012,10.1007/978-3-642-32723-0_9
Tactile interaction with a humanoid robot for children with autism: A case study analysis involving user requirements and results of an initial implementation,2010,10.1109/ROMAN.2010.5598641
"2013 2nd International Conference on Mechatronics and Computational Mechanics, ICMCM 2013",2014,
Detection of driving capability degradation for human-machine cooperative driving,2020,10.3390/s20071968
Comparative Study of Serial-Parallel Delta Robots with Full Orientation Capabilities,2017,10.1109/LRA.2017.2654551
Effective tool-point acceleration of serial chain mechanisms based on basic geometric transformations,2009,10.1115/1.3204254
Embodiment and cognitive learning - Can a humanoid robot help children with autism to learn about tactile social behaviour?,2012,10.1007/978-3-642-34103-8_7
Performance of power semiconductor devices and the impact on system level,2015,
Performance evaluation of a robot-mounted interferometer for an industrial environment,2020,10.3390/s20010257
A comprehensive gaze stabilization controller based on cerebellar internal models,2017,10.1088/1748-3190/aa8581
Evaluation of cultivated land irrigation guarantee capability based on remote sensing evapotranspiration data,2015,10.3969/j.issn.1002-6819.2015.05.015
A Method of generating a set of common coordinates for a robot swarm with only ranging capability-principles and computer simulations-,2009,10.1587/transcom.E92.B.3726
The lunar space communications architecture from the KARI-NASA joint study,2016,10.2514/6.2016-2419
Experimental analysis of a Fixed-Wing VTOL MAV in ground effect,2010,10.1260/1756-8293.2.1.33
A new approach to retrieve aerosol optical thickness from AATSR over land,2007,10.1109/IGARSS.2007.4423793
Adaptive gaze stabilization through cerebellar internal models in a humanoid robot,2016,10.1109/BIOROB.2016.7523593
Expanded solar system capability via small nuclear propulsion stage,2012,
Tactile Interactions with a Humanoid Robot: Novel Play Scenario Implementations with Children with Autism,2014,10.1007/s12369-014-0228-0
Research on dynamic decision-making of post-disaster rescue based on GCC framework,2019,10.1145/3366715.3366743
"Beyond resilience: Surviving agricultural treadmill in a global village (a case study of farming styles in Ubud, Bali, Indonesia)",2019,10.1088/1755-1315/306/1/012036
Indoor mobile robot self-localization based on a low-cost light system with a novel emitter arrangement,2018,10.1186/s40648-018-0114-x
Artificial intelligence in the cyber security environment,2019,
"Mapping planetary caves with an autonomous, heterogeneous robot team",2013,10.1109/AERO.2013.6497363
View estimation learning based on value system,2009,10.1109/FUZZY.2009.5277378
GigE vision data acquisition for visual servoing using SG/DMA proxying,2016,10.1145/2993452.2993455
Development of a low-cost humanoid robot: Components and technological solutions,2006,10.1007/3-540-26415-9_50
A novel design approach based on building blocks for servicable satelites enabling on-orbit-servicing,2011,
Capability-based Task Allocation in Human-robot Collaboration,2017,10.1016/j.promfg.2017.04.011
Mobile robot navigation with obstacle avoidance capability,2008,10.1109/EPEPEMC.2008.4635436
Autonomy: Life and being,2010,10.1007/978-3-642-15280-1_15
Exo-Ocean Exploration with Deep-Sea Sensor and Platform Technologies,2020,10.1089/ast.2019.2129
"4th International Conference on Computer-Aided Design, Manufacturing, Modeling and Simulation, CDMMS 2014",2014,
Intelligent sensor on the passing lane measures in real time and to 20 thousandths of a degree accuracy; [Intelligenter sensor auf der überholspur. Misst in echtzeit und auf ein 20-tausendstel-grad genau],2006,
Intelligent service robot with voice recognition and telepresence capabilities,2015,10.1109/IntelliSys.2015.7361159
On autonomous spatial exploration with small hexapod walking robot using tracking camera intel RealSense T265,2019,10.1109/ECMR.2019.8870968
"2013 2nd International Conference on Manufacture Engineering, Quality and Production System, ICMEQP 2013",2013,
Towards Capability-Based Synthesis of Executable Robot Behaviors,2018,10.1109/SECON.2018.8479047
Performance measures for autonomous navigation system in a fixed wing unmanned aircraft system flying production agriculture missions,2014,
Investigating tactile event recognition in child-robot interaction for use in autism therapy,2011,10.1109/IEMBS.2011.6091323
Grounding language in action and perception: From cognitive agents to humanoid robots,2010,10.1016/j.plrev.2010.02.001
Proactive robotic systems for effective rescuing sufferers,2016,10.1007/978-3-319-43955-6_21
An intelligent instructing mechanism for Streammedia-based Video/Audio Education System in SME,2010,10.1109/CAR.2010.5456755
Rackham: An interactive robot-guide,2006,10.1109/ROMAN.2006.314378
The construction of quantitative research on evaluation of independent innovation ability of small and medium-sized industrial enterprises,2019,10.1109/ICRIS.2019.00136
The ROBOSKIN Project: Challenges and Results,2013,10.1007/978-3-7091-1379-0_43
Bayesian approach to action selection and attention focusing,2008,10.1007/978-3-540-79007-5_8
Development of a small nuclear thermal propulsion flight demonstrator concept that is scalable to human missions,2012,
Design of intelligent integrated adaptive controllers for free-floating space robotics,2011,
Architecture and Software Design for a Service Robot in an Elderly-Care Scenario,2015,10.15302/J-ENG-2015007
IQ-ASyMTRe: Forming executable coalitions for tightly coupled multirobot tasks,2013,10.1109/TRO.2012.2228135
Design of a new waist for a hexapod robot with parallel LEG mechanism to increase its stair-climbing capability,2017,10.1115/DETC2017-67670
A barebones communicative robot based on social contingency and infomax control,2008,10.1109/ROMAN.2008.4600639
"Design, Modeling and Control of a Solar-Powered Quadcopter",2018,10.1109/ICRA.2018.8462896
Soft pop-up mechanisms for micro surgical tools: Design and characterization of compliant millimeter-scale articulated structures,2016,10.1109/ICRA.2016.7487203
A robotic model of the Ecological Self,2011,10.1109/Humanoids.2011.6100897
Towards online trajectory generation considering robot dynamics and torque limits,2013,10.1109/IROS.2013.6697174
Manufacturing system behaviour using self-organisation,2007,10.1504/IJMR.2007.015088
Interaction design for robotic avatars does avatar's aging cue affect the user's impressions of a robot?,2013,10.1007/978-3-642-39191-0_42
"International Conference on Advanced Mechatronic Systems, ICAMechS",2018,
"Structured triangulation in multi-robot systems: Coverage, patrolling, Voronoi partitions, and geodesic centers",2016,10.1177/0278364915624974
Robot learning rules of games by extraction of intrinsic properties,2013,
The development of an ISRU activity site selection tool,2009,10.2514/6.2009-6429
Perception and probabilistic anchoring for dynamic world state logging,2010,10.1109/ICHR.2010.5686341
The CanMars Mars Sample Return analogue mission,2019,10.1016/j.pss.2018.07.011
Dynamic manufacturing capability assessment of industrial robots based on feedback information in cloud manufacturing,2017,10.1115/MSEC2017-2704
Frontiers of robotic endoscopic capsules: a review,2016,10.1007/s12213-016-0087-x
"4th International Conference on Cloud Computing, CloudComp 2013",2014,
A Situation-Aware Fear Learning (SAFEL) model for robots,2017,10.1016/j.neucom.2016.09.035
Ferromagnetic soft continuum robots,2019,10.1126/SCIROBOTICS.AAX7329
Eye-head stabilization mechanism for a humanoid robot tested on human inertial data,2016,10.1007/978-3-319-42417-0_31
View estimation based on value system,2009,10.1527/tjsai.24.163
"15th International Conference on Integrated Formal Methods, IFM 2019",2019,
On using emotions in decision-making by situated robots,2012,10.1109/HIS.2012.6421363
Method for Energy-efficient Assembly System Design within Physics-based Virtual Engineering in the Automotive Industry,2016,10.1016/j.procir.2015.10.004
Mission capabilities—based testing for maintenance trainers: Ensuring trainers support human performance,2017,10.1007/978-3-319-41959-6_7
A capability-based framework for programming small domestic service robots,2015,10.1145/2802059.2802065
HAL: Hybrid assistive limb based on cybernics,2010,10.1007/978-3-642-14743-2_3
Nonlinear dynamic inversion for redundant systems using the EKF formalism,2016,10.1109/ACC.2016.7524939
"A reasoning architecture for human-robot joint tasks using physics-,social-, and capability-based logic",2012,10.1109/IROS.2012.6385527
Proactive control of robotic systems for rescue operations,2016,10.15622/SP.46.12
Semantic framework to enhance human-robot interaction using EKRL,2017,10.1109/ICCI-CC.2017.8109796
Mini-magorion: A pulsed nuclear rocket for crewed solar system exploration,2003,
Supervision and interaction analysis of an autonomous tour-guide robot deployment,2005,10.1109/ICAR.2005.1507489
"2nd Australian Joint Artificial Intelligence Conference, AI 1988",1990,
MOSTS: a mobile robot with a spherical continuously variable transmission,1999,
A layered software architecture with uncertainty handling capabilities for circuit computer-aided design,1998,10.1109/OPTIM.1998.707998
3rd industrial revolution through integrated intelligent processing systems,1998,
Some problems in distributing real-time Ada programs across machines,1985,10.1145/324426.324383
Modeling and visualization of multiple autonomous heterogeneous vehicles,2005,
Technology of interaction with remote robots,1988,10.1109/IROS.1988.593705
RECOGNITION OF ACTIONS IN DAILY LIFE AND ITS PERFORMANCE ADJUSTMENT BASED ON SUPPORT VECTOR LEARNING,2004,10.1142/S0219843604000368
Teleoperation system with collision avoidance capability based on virtual radar,1997,
Robot system with safe contact detection and stopping capabilities based on human pain tolerance,1997,10.1299/kikaic.63.3552
"Design of a low-cost, highly mobile urban search and rescue robot",2005,10.1163/1568553055011500
