Title,Year,DOI
A compositional approach for 3D arm-hand action recognition,2013,10.1109/WORV.2013.6521926
Skill memories for parameterized dynamic action primitives on the pneumatically driven humanoid robot child affetto,2018,10.1109/DEVLRN.2018.8761040
Task-learning policies for collaborative task solving in human-robot interaction,2012,10.1145/2388676.2388752
Human-like action segmentation for option learning,2011,10.1109/ROMAN.2011.6005277
Arm-hand behaviours modelling: From attention to imitation,2010,10.1007/978-3-642-17274-8_60
A framework for building mobile single and multi-robot applications,2011,10.1016/j.robot.2011.01.004
Planning with sensing actions and individual knowledge of agent,2009,10.1109/ICIECS.2009.5363770
From stochastic grammar to bayes network: Probabilistic parsing of complex activity,2014,10.1109/CVPR.2014.338
A morphable template framework for robot learning by demonstration: Integrating one-shot and incremental learning approaches,2014,10.1016/j.robot.2014.05.010
Task Generalization of Robots Based on Parameterized Learning of Multi-demonstration Action Primitives; [基于多演示动作基元参数化学习的机器人任务泛化],2019,10.13973/j.cnki.robot.180805
Developmental action perception for manipulative interaction,2013,10.1109/ICRA.2013.6631287
Towards the grounding of abstract words: A Neural Network model for cognitive robots,2011,10.1109/IJCNN.2011.6033258
Multiple humanoid cooperative control system for heterogeneous humanoid team,2008,10.1109/ROMAN.2008.4600671
Efficient planning under uncertainty with macro-actions,2011,10.1613/jair.3171
The grounding of higher order concepts in action and language: A cognitive robotics model,2012,10.1016/j.neunet.2012.02.012
Towards automated task planning for service robots using semantic knowledge representation,2012,10.1109/INDIN.2012.6301131
Identifying reusable primitives in narrated demonstrations,2016,10.1109/HRI.2016.7451815
Learning and planning with timing information in Markov decision processes,2015,
Novelty based learning of primitive manipulation strategies,2012,
Inference-Enabled Information-Theoretic Exploration of Continuous Action Spaces,2018,10.1007/978-3-319-60916-4_24
Robot learning of manipulation activities with overall planning through precedence graph,2019,10.1016/j.robot.2019.03.011
Discovering action primitive granularity from human motion for human-robot collaboration,2017,
"Learning object, grasping and manipulation activities using hierarchical HMMs",2014,10.1007/s10514-014-9392-1
Toward autonomous car driving by a humanoid robot: A sensor-based framework,2015,10.1109/HUMANOIDS.2014.7041400
Active Model Learning and Diverse Action Sampling for Task and Motion Planning,2018,10.1109/IROS.2018.8594027
Local contextual trajectory estimation with demonstration for assisting mobile robot teleoperation,2017,10.1109/ECMR.2017.8098654
Planning for Manipulation of Interlinked Deformable Linear Objects with Applications to Aircraft Assembly,2018,10.1109/TASE.2018.2811626
A learned soccer goalkeeper Petri net model,2017,10.1109/RIOS.2017.7956451
"Scenario controller for daily assistive humanoid using visual verification, task planning and situation reasoning",2008,10.3233/978-1-58603-887-8-398
Macro-Action-Based Deep Multi-Agent Reinforcement Learning,2019,
Towards language-based verification of robot behaviors,2011,10.1109/IROS.2011.6048677
Vector based control routines for swarms of path finding robotic devices,2020,10.5220/0009780802720283
Inferring robot actions from verbal commands using shallow semantic parsing,2019,
Learning of object manipulation operations from continuous multimodal input,2011,10.1109/Humanoids.2011.6100880
Layered task planning for mobile manipulators,2019,10.1016/j.compeleceng.2019.106464
Language for learning complex human-object interactions,2013,10.1109/ICRA.2013.6631291
Extracting and generalizing primitive actions from sparse demonstration,2011,10.1109/Humanoids.2011.6100868
Concurrent task programming of robotic agents in TeleoR,2017,
One-shot learning of multi-step tasks from observation via activity localization in auxiliary video,2019,10.1109/ICRA.2019.8793515
Extraction of human behavior from human activity monitoring data using MEMS sensors,2011,10.1109/RIISS.2011.5945784
"Motion design for autonomous mobile manipulator based on programming style ""action primitive""",2000,10.1109/IECON.2000.973183
Learning turn and travel actions with an uninterpreted sensorimotor apparatus,1991,
Solving hybrid control problems: level sets and behavioral programming,2000,
"Modelling, analysis and execution of multi-robot tasks using Petri nets",2008,
Topological maps for visual navigation?,1999,10.1007/3-540-49256-9_2
Purposive behavior acquisition for a real robot by vision-based reinforcement learning,1996,10.1007/bf00117447
"ConGolog, a concurrent programming language based on the situation calculus",2000,10.1016/S0004-3702(00)00031-X
Scenario based robot programming,2006,
ROBOT PROGRAMMING ASSISTANT: A NEW APPROACH TO ASSEMBLY ROBOT PROGRAMMING.,1983,
Coarse planning for landmark navigation in a neural-network reinforcement-learning robot,2001,
Robotic Tasks Using Discrete Event Controller,2007,10.1201/9780849307768-15
Task learning using graphical programming and human demonstrations,2006,10.1109/ROMAN.2006.314466
Robot behavioral selection using Q-learning,2002,
Action recognition and understanding through motor primitives,2007,10.1163/156855307782506156
Intelligent control architecture for mobile robot based on fusion methods,1997,
Task planning in an uncertain world,1991,
Sensor robotics in the national bureau of standards,1983,10.1117/12.934079
Evolutionary behavior acquisition for humanoid robots,2006,10.1007/11844297_66
Action-based sensor space categorization for robot learning,1996,
Using hierarchical binary Petri nets to build robust mobile robot applications: RoboGraph,2008,10.1109/ROBOT.2008.4543394
Manipulation and Propagation of Uncertainty and Verification of Applicability of Actions in Assembly Tasks,1992,10.1109/21.199463
Randomization for robot tasks: Using dynamic programming in the space of knowledge states,1993,10.1007/BF01891842
LISP-BASED ROBOT CONTROL SYSTEM.,1984,
Modeling and recognition of actions through motor primitives,2008,10.1109/ROBOT.2008.4543446
Robotic task planning: Independent of agents but dependent on time,1989,
An object-oriented approach using a top-down and bottom-up process for manipulative action recognition,2006,10.1007/11861898_22
Simplifying diagrammatic representation of crisp and fuzzy Teleo-Reactive semantic circuitry for application in robotic agent task control,1998,
A parallel distributed control architecture for multiple robot systems using a network of microcomputers,1994,10.1016/0360-8352(94)90238-0
Natural language communication between human and artificial agents,2006,10.1007/11802372_11
Learning a Set of Primitive Actions with an Uninterpreted Sensorimotor Apparatus,1991,10.1016/B978-1-55860-200-7.50070-2
Taxonomy of Atomic Actions for Home-Service Robots,2005,10.20965/jaciii.2005.p0114
Programming of robots for assembly tasks by automatically generated primitive action networks; [Roboterprogrammierung für Montageaufgaben Durch Automatisch Generierte Aktionsprimitivnetze],2008,
Modeling manipulation interactions by hidden Markov models,2002,
Hierarchical multi-agent reinforcement learning,2001,10.1145/375735.376302
Integrating true concurrency into the robot programming language GOLOG,1999,10.1109/SCCC.1999.810185
Achieving Goals Through Interaction with Sensors and Actuators,1992,10.1109/IROS.1992.594500
Behavioural cloning in control of a dynamic system,1995,
Task Execution: Interfacing to Reactive Skill Networks,1995,
Becoming Knowingly Interactive with Sensors and Actuators,1992,
GOLEX m bridging the gap between logic (GOLOG) and a real robot,1998,10.1007/BFb0095437
Door-opening behavior of an autonomous mobile manipulator by sequence of action primitives,1996,10.1002/(SICI)1097-4563(199611)13:11<709::AID-ROB3>3.0.CO;2-Z
"Knowledge, execution, and what sufficiently describes sensors and actuators",1993,
Sensory Interactive Robots,1981,10.1016/S0007-8506(07)60167-X
Layered HMM for motion intention recognition,2006,10.1109/IROS.2006.282606
Hierarchical multi-agent reinforcement learning,2006,10.1007/s10458-006-7035-4
Propositional logic applied to execution control,1992,10.1109/IROS.1992.587357
Reinforcement learning with via-point representation,2004,10.1016/j.neunet.2003.11.004
Vision-based reinforcement learning for purposive behavior acquisition,1995,
Building symbolic primitives with continuous control routines,1992,10.1016/b978-0-08-049944-4.50013-6
Using stochastic grammars to learn robotic tasks,1995,
What robots can do: Robot programs and effective achievability,1998,10.1016/s0004-3702(98)00041-1
A deductive solution for plan generation,1986,10.1007/BF03037438
AN EXPERIMENT IN ROBOT TOOL USING,1970,
Ethological modeling and architecture for an entertainment robot,2001,10.1109/ROBOT.2001.932592
From pixels to multi-robot decision-making: A study in uncertainty,2006,10.1016/j.robot.2006.05.010
Action-based sensor space segmentation for soccer robot learning,1998,10.1080/088395198117802
Designing strategy and implementation of mobile manipulator control system for opening door,1996,
A methodology for specifying and designing behaviors for mobile robots,2004,
Planning and Plan Recognition,1988,10.1002/j.1538-7305.1988.tb00231.x
Motion intention recognition in robot assisted applications,2008,10.1016/j.robot.2007.11.005
Bootstrap learning of foundational representations,2006,10.1080/09540090600768484
A method to define agricultural robot behaviours,2004,
