Title,Year,DOI
Towards Generalizable Zero-Shot Manipulation via Translating Human Interaction Plans,2024,10.1109/ICRA57147.2024.10610288
DATA-DRIVEN SKILL-BASED PID CONTROL OF A PILOT-SCALE HELICOPTER MODEL,2008,
Generation and Adaptation of Robot Skills Models,2014,
Intrinsically motivated hierarchical manipulation,2008,10.1109/ROBOT.2008.4543796
Anatomical Analysis of Thumb Opponency Movement in the Capuchin Monkey (Sapajus sp),2014,10.1371/journal.pone.0087288
Adaptation of Robot Skills Models to New Task Contraints,2015,10.1142/S0219843615500243
Exploring Human Hand Capabilities Into Embedded Multifingered Object Manipulation,2011,10.1109/TII.2011.2158838
Generalizing Pouring Actions Between Objects using Warped Parameters,2014,
Recognition and Teaching of Robot Skills by Fuzzy Time-Modeling,2009,
Implementation of dynamic manipulation with visual feedback and its application to pick and place task,2001,10.1109/ISATP.2001.929049
Human Manipulation Segmentation and Characterization Based on Instantaneous Work,2020,10.1007/978-3-030-35990-4_28
"See, feel, act: Hierarchical learning for complex manipulation skills with multisensory fusion",2019,10.1126/scirobotics.aav3123
A Skill-based Robot Co-worker for Industrial Maintenance Tasks,2017,10.1016/j.promfg.2017.07.141
Design and experimental evaluation of a data-driven skill-based PID controller,2007,
Learning Physics-Based Manipulation in Clutter: Combining Image-Based Generalization and Look-Ahead Planning,2019,10.1109/iros40897.2019.8967717
"Skill based robot programming: Assembly, vision and Workspace Monitoring skill interaction",2017,10.1016/j.neucom.2016.09.133
A Learning Framework of Adaptive Manipulative Skills From Human to Robot,2019,10.1109/TII.2018.2826064
BiCap: A novel bi-modal dataset of daily living dual-arm manipulation actions,2024,10.1177/02783649241290836
ORPP-An Ontology for Skill-Based Robotic Process Planning in Agile Manufacturing,2024,10.3390/electronics13183666
Intuitive Task-Level Programming by Demonstration Through Semantic Skill Recognition,2019,10.1109/LRA.2019.2928782
Bridging Locomotion and Manipulation Using Reconfigurable Robotic Limbs via Reinforcement Learning,2023,10.3390/biomimetics8040364
Interactive Human-in-the-loop Coordination of Manipulation Skills Learned from Demonstration,2022,10.1109/ICRA46639.2022.9811813
"Integrated Object, Skill, and Motion Models for Nonprehensile Manipulation",2024,10.1109/AIM55361.2024.10637220
Manipulatory training during early postnatal ontogenesis effects on forelimb preference in food-reaching tasks in albino rats,2013,10.1080/1357650X.2012.737801
Application of hidden Markov model to acquisition of manipulation skills from haptic rendered virtual environment,2007,10.1016/j.rcim.2006.02.010
On Control Interfaces for the Robotic Sixth Finger,2016,10.1145/2875194.2875243
MimicPlay: Long-Horizon Imitation Learning by Watching Human Play,2023,
MT-RSL: A multitasking-oriented robot skill learning framework based on continuous dynamic movement primitives for improving efficiency and quality in robot-based intelligent operation,2024,10.1016/j.rcim.2024.102817
A New Strategy for Making a Knot with a General-Purpose Arm,2012,
Learning of Tool Force Adjustment Skills by a Life-sized Humanoid using Deep Reinforcement Learning and Active Teaching Request,2020,10.1109/IROS45743.2020.9341803
Learning Robot Manipulation Skills From Human Demonstration Videos Using Two-Stream 2-D/3-D Residual Networks With Self-Attention,2023,10.1109/TCDS.2022.3182877
Discrete soft actor-critic with auto-encoder on vascular robotic system,2023,10.1017/S0263574722001527
Predictive Runtime Verification of Skill-based Robotic Systems using Petri Nets,2023,10.1109/ICRA48891.2023.10160434
Large Language Model for Intuitive Control of Robots in Micro-Assembly,2024,10.1109/CASE59546.2024.10711830
Comparing Human and Robot Performance in the Execution of Kitchen Tasks: Evaluating Grasping and Dexterous Manipulation Skills,2022,
"Dexterous Manipulation with Deep Reinforcement Learning: Efficient, General, and Low-Cost",2019,10.1109/icra.2019.8794102
Closed chain mechanism of a micro and nano robot for cell manipulations,2007,
Kinematic Morphing Networks for Manipulation Skill Transfer,2018,
Design and Control Co-Optimization for Automated Design Iteration of Dexterous Anthropomorphic Soft Robotic Hands,2024,10.1109/ROBOSOFT60065.2024.10521927
Hybrid dynamic modeling and control of constrained manipulation systems,1997,10.1109/100.591644
Dexterous Soft Hands Linearize Feedback-Control for In-Hand Manipulation,2023,10.1109/IROS55552.2023.10341438
Robot skills for manufacturing: From concept to industrial deployment,2016,10.1016/j.rcim.2015.04.002
Robot skill acquisition for precision assembly of flexible flat cable with force control,2024,10.1017/S0263574724001164
An autonomous production system that coexists harmoniously with human - Development of autonomous mobile robot system,2003,10.1109/ROBOT.2003.1242027
High Precision Trajectory Learning Method Based Improved Dynamic Movement Primitives for Robot Skill Learning,2024,10.1115/1.4062985
Bi-DexHands: Towards Human-Level Bimanual Dexterous Manipulation,2024,10.1109/TPAMI.2023.3339515
Local Neural Descriptor Fields: Locally Conditioned Object Representations for Manipulation,2023,10.1109/ICRA48891.2023.10160423
Process Learning of Robot Fabric Manipulation Based on Composite Reward Functions,2021,10.1007/978-3-030-89098-8_16
Hybrid hierarchical learning for solving complex sequential tasks using the robotic manipulation network ROMAN,2023,10.1038/s42256-023-00709-2
Liquid biopsy for early stage lung cancer,2018,10.21037/jtd.2018.04.26
Skill-based telemanipulation by means of intelligent robots,2010,
Action representations in robotics: A taxonomy and systematic classification,2019,10.1177/0278364919835020
Comparative anatomy of the Sapajus sp. (bearded capuchin) hand with comments on tool use in a parallel evolution with the hominid pathway,2024,10.3389/fphys.2024.1292035
Robot Manipulation in Open Environments: New Perspectives,2020,10.1109/TCDS.2019.2921098
ROBOT SKILL SYNTHESIS THROUGH HUMAN VISUO-MOTOR LEARNING Humanoid Robot Statically-stable Reaching and In-place Stepping,2010,
Distributed manipulation of multiple objects using ropes,2002,
"Sensorimotor Abstraction Selection for Efficient, Autonomous Robot Skill Acquisition",2008,10.1109/DEVLRN.2008.4640821
Learning Robot Manipulation based on Modular Reward Shaping,2020,
Robocup©Home 2021 Champion Team Paper: SSPL Winner Uchile Peppers,2022,10.1007/978-3-030-98682-7_22
Intelligent robotic peg-in-hole insertion learning based on haptic virtual environment,2007,
Human-Machine Interaction for Intuitive Programming of Assembly Tasks in Construction,2016,10.1016/j.procir.2016.02.108
"A Framework of Rehabilitation-assisted Robot Skill Representation, Learning, and Modulation via Manifold-Mappings and Gaussian Processes",2022,10.1109/IROS47612.2022.9982172
Visual-tactile learning of robotic cable-in-duct installation skills,2025,10.1016/j.autcon.2024.105905
A Novel Simulation-Reality Closed-Loop Learning Framework for Autonomous Robot Skill Learning,2022,10.1109/TCDS.2021.3118294
ROBOT SKILLS DEVELOPMENT USING A LASER RANGE FINDER,1994,10.1109/19.293431
An Autonomous Guidewire Delivery Method With Distal Position-Based Impedance Control,2025,10.1109/TASE.2024.3368764
Action Sequence Reproduction based on Automatic Segmentation and Object-Action Complexes,2013,
Skill acquisition for robotic assembly via integration of vision and force sensing,1998,
Preliminary User Evaluation of a New Dental Technology Virtual Simulation System: Development and Validation Study,2022,10.2196/36079
Learning rich touch representations through cross-modal self-supervision,2020,
A Long Horizon Planning Framework for Manipulating Rigid Pointcloud Objects,2020,
Efficient Multi-Task Learning via Iterated Single-Task Transfer,2022,10.1109/IROS47612.2022.9981244
A Human-Robot Skill Transfer Framework of Mobile Medical Robots for Autonomous Motion with Teaching by Demonstration,2020,10.1109/icarm49381.2020.9195398
Learning Reusable Manipulation Strategies,2023,
Adaptive trajectory shaping for liquid container manipulation,2008,10.1117/12.784364
Human-like Control Design and Human Robot Skills Transfer,2019,
Deep Imitation Learning for Humanoid Loco-manipulation through Human Teleoperation,2023,10.1109/HUMANOIDS57100.2023.10375203
A geometrically validated approach to autonomous robotic assembly,2002,
Towards Robust Planar Translations using Delta-manipulator Arrays,2021,10.1109/ICRA48506.2021.9561003
What is the teacher's role in robot programming by demonstration? Toward benchmarks for improved learning,2007,
Learning peg-in-hole assembly using Cartesian DMPs with feedback mechanism,2020,10.1108/AA-04-2020-0053
Dual quaternion based dynamic movement primitives to learn industrial tasks using teleoperation,2023,10.1109/ICRA48891.2023.10160970
Assessment of Navigation Cues with Proximal Force Sensing during Endovascular Catheterization,2012,
Learning to Sequence and Blend Robot Skills via Differentiable Optimization,2022,10.1109/LRA.2022.3184003
Aligning Human Intent From Imperfect Demonstrations With Confidence-Based Inverse Soft-Q Learning,2024,10.1109/LRA.2024.3418275
Formalization of Robot Skills with Descriptive and Operational Models,2020,10.1109/IROS45743.2020.9340698
A standardized benchmark for humanoid whole-body manipulation,2022,
Skill-based Model-based Reinforcement Learning,2022,
Progressive Transfer Learning for Dexterous In-Hand Manipulation With Multifingered Anthropomorphic Hand,2024,10.1109/TCDS.2024.3406730
Towards an Open-Source Hardware Agnostic Framework for Robotic End-Effectors Control,2021,10.1109/ICAR53236.2021.9659331
Review of the techniques used in motor-cognitive human-robot skill transfer,2021,10.1049/ccs2.12025
Hierarchical Reinforcement Learning Integrating With Human Knowledge for Practical Robot Skill Learning in Complex Multi-Stage Manipulation,2024,10.1109/TASE.2023.3288037
Learning robotic cutting from demonstration: Non-holonomic DMPs using the Udwadia-Kalaba method,2023,10.1109/ICRA48891.2023.10160917
Data-Efficient Reinforcement Learning for Variable Impedance Control,2024,10.1109/ACCESS.2024.3355311
A Novel Robust Imitation Learning Framework for Complex Skills With Limited Demonstrations,2024,10.1109/TASE.2024.3403833
A few-shot learning framework for planar pushing of unknown objects,2022,10.1007/s11370-022-00425-7
The Deep Reinforcement Learning-Based VR Training System With Haptic Guidance for Catheterization Skill Transfer,2022,10.1109/JSEN.2022.3212989
Interactive Segmentation for Manipulation in Unstructured Environments,2009,
Programming-by-Demonstration and Adaptation of Robot Skills by Fuzzy Time Modeling,2014,10.1142/S0219843614500091
Skill-based micromanipulation system for assembly operation,2003,10.1109/MHS.2003.1249932
Human to Robot Whole-Body Motion Transfer,2021,10.1109/HUMANOIDS47582.2021.9555769
Multi-modal Sensor Fusion for Learning Rich Models for Interacting Soft Robots,2023,10.1109/RoboSoft55895.2023.10121992
Knowledge-Enabled Robotic Agents for Shelf Replenishment in Cluttered Retail Environments,2016,
"BEHAVIOR-1K: A Benchmark for Embodied AI with 1,000 Everyday Activities and Realistic Simulation",2022,
Manipulating deformable linear objects: Fuzzy-based active vibration damping skill,2006,10.1007/s10846-006-9049-1
A Comparison of Distance Measures for Learning Nonparametric Motor Skill Libraries,2017,
Polybot: Training One Policy Across Robots While Embracing Variability,2023,
Robot Skill Learning,2012,10.3233/978-1-61499-098-7-40
Skill-based motion planning of a climbing robot for complex metallic structures,2000,
A prototyping strategy for use in interactive robotic system development,1998,10.1017/S0263574798000678
On a primitive skill-based supervisory robot control architecture,2005,
A framework for the robot skill learning using reinforcement learning,2003,10.1117/12.522188
Elastic Tactile Sensor Glove for Dexterous Teaching by Demonstration,2024,10.3390/s24061912
"Spatial and Temporal Analysis of Normal and Shear Forces During Grasping, Manipulation and Social Activities",2023,10.1109/ICORR58425.2023.10304717
Robot Learning Method for Human-like Arm Skills Based on the Hybrid Primitive Framework,2024,10.3390/s24123964
Reactive Anticipatory Robot Skills with Memory,2023,10.1007/978-3-031-25555-7_30
Learning Force Control Policies for Compliant Manipulation,2011,
ARMAR-6: A High-Performance Humanoid for Human-Robot Collaboration in Real-World Scenarios,2019,10.1109/MRA.2019.2941246
Manufacturing operations as services by robots with skills,2022,10.1515/eng-2022-0380
A Robot Skill Learning Framework Based on Compliant Movement Primitives,2022,10.1007/s10846-022-01605-4
Towards Mastering Real-World Robot Benchmarking: Lessons Learned from the Robothon Grand Challenge,2024,10.1007/978-3-031-76428-8_17
Robotic in-hand manipulation with relaxed optimization,2024,10.1109/RO-MAN60168.2024.10731302
Unifying Skill-Based Programming and Programming by Demonstration through Ontologies,2024,10.1016/j.procs.2024.01.059
FMB: A functional manipulation benchmark for generalizable robotic learning,2024,10.1177/02783649241276017
Hybrid Reinforcement Learning based on Human Preference and Advice for Efficient Robot Skill Learning,2024,10.1109/ICARM62033.2024.10715884
Manipulating deformable linear objects: Characteristic features for vision-based detection of contact state transitions,2003,10.1109/ISATP.2003.1217212
Playing with Food: Learning Food Item Representations Through Interactive Exploration,2021,10.1007/978-3-030-71151-1_28
Learning Vision-Based Physics Intuition Models for Non-Disruptive Object Extraction,2020,10.1109/IROS45743.2020.9341675
A Modeling Tool for Reconfigurable Skills in ROS,2021,10.1109/RoSE52553.2021.00011
Distribution of innate ability for surgery amongst medical students assessed by an advanced virtual reality surgical simulator,2014,10.1007/s00464-013-3393-6
Use of Embedding Spaces for Transferring Robot Skills in Diverse Sensor Settings,2021,10.1109/ICMLA52953.2021.00091
Skill Learning by Autonomous Robotic Playing Using Active Learning and Exploratory Behavior Composition,2020,10.3389/frobt.2020.00042
Home-Assistant Robot for an Aging Society,2012,10.1109/JPROC.2012.2200563
Towards intelligent autonomous sorting of unclassified nuclear wastes,2017,10.1016/j.promfg.2017.07.122
Efficient Robot Skills Learning with Weighted Near-Optimal Experiences Policy Optimization,2021,10.3390/app11031131
A CAPACITIVE SENSOR FOR HUMAN-ROBOT INTERACTION,2012,
Learning Robots,2010,
Towards Robust Autonomous Grasping with Reflexes Using High-Bandwidth Sensing and Actuation,2023,10.1109/ICRA48891.2023.10160930
KnowRob 2.0-A 2nd Generation Knowledge Processing Framework for Cognition-enabled Robotic Agents,2018,
Learning Hierarchical Interactive Multi-Object Search for Mobile Manipulation,2023,10.1109/LRA.2023.3329619
Uncertainty-Aware Contact-Safe Model-Based Reinforcement Learning,2021,10.1109/LRA.2021.3065271
Adaptive Compliant Skill Learning for Contact-Rich Manipulation With Human in the Loop,2022,10.1109/LRA.2022.3159163
Learning Multimodal Contact-Rich Skills from Demonstrations Without Reward Engineering,2021,10.1109/ICRA48506.2021.9561734
Deep Object-Centric Representations for Generalizable Robot Learning,2018,
Learning from Demonstration using a Curvature Regularized Variational Auto-Encoder (CurvVAE),2022,10.1109/IROS47612.2022.9981930
Primitive Skill-based Robot Learning from Human Evaluative Feedback,2023,10.1109/IROS55552.2023.10341912
Probabilistic Online Robot Learning via Teleoperated Demonstrations for Remote Elderly Care,2023,10.1007/978-3-031-32606-6_2
Learning Cross-Hand Policies of High-DOF Reaching and Grasping,2025,10.1007/978-3-031-73404-5_16
Learning Force-Based Manipulation of Deformable Objects from Multiple Demonstrations,2015,
ABM: Attention before Manipulation,2024,
Learning Variable Impedance Control for Robotic Massage With Deep Reinforcement Learning: A Novel Learning Framework,2024,10.1109/MSMC.2022.3231416
Integration of a skill-based collaborative mobile robot in a smart cyber-physical environment,2017,10.1016/j.promfg.2017.07.209
An Adaptive Framework for Manipulator Skill Reproduction in Dynamic Environments,2024,10.1109/UR61395.2024.10597445
Learning Haptic Exploration Schemes for Adaptive Task Execution,2019,10.1109/icra.2019.8793934
Learning Under-specified Object Manipulations From Human Demonstrations,2018,
Teleoperation hybrid robot for cell micro and nano manipulations,2007,
"Modeling, Optimization, and Experimentation of the ParaGripper for In-Hand Manipulation Without Parasitic Rotation",2020,10.1109/LRA.2020.2974419
Learning Manipulation Actions from a Few Demonstrations,2013,
Modularity in humanoid robot design for flexibility in system structure and application,2023,10.1109/HUMANOIDS57100.2023.10375175
Tactile-Based Object Recognition Using a Grasp-Centric Exploration,2021,10.1109/CASE49439.2021.9551491
PEBBLE: Feedback-Efficient Interactive Reinforcement Learning via Relabeling Experience and Unsupervised Pre-training,2021,
Applications of Light-Weight Wearable Devices to Online Programming of Industrial Dual-Arm Robots,2020,10.1142/S2301385020500144
Model-free learning on robot kinematic chains using a nested multi-agent topology,2016,10.1080/0952813X.2015.1042923
Peg-in-hole assembly skill imitation learning method based on ProMPs under task geometric representation,2023,10.3389/fnbot.2023.1320251
Frame Mining: a Free Lunch for Learning Robotic Manipulation from 3D Point Clouds,2022,
Digital Robot Judge: Building a Task-Centric Performance Database of Real-World Manipulation With Electronic Task Boards,2024,10.1109/MRA.2023.3336473
A Skill-Based System for Object Perception and Manipulation for Automating Kitting Tasks,2015,
Learning surgical skills under the RCM constraint from demonstrations in robot-assisted minimally invasive surgery,2023,10.1016/j.eswa.2023.120134
Specification of Abstract Robot Skills in Terms of Control System Behaviours,2015,10.1007/978-3-319-15847-1_14
Benchmarking Deep Reinforcement Learning for Continuous Control,2016,
Learning Basic Unit Movements for Humanoid Arm Motion Control,2016,
Adaptive Tool-Use Strategies for Anthropomorphic Service Robots,2014,
A network game based on fair random numbers,2005,10.1093/ietisy/e88-d.5.859
Optimizing the Parameters of Tilting Surfaces in Robotic Workcells,2015,
Control-Oriented Design and Robust Decentralized Control of the CEA Dexterous Robot Hand,2015,10.1109/TMECH.2014.2355040
A Magnetorheological Fluids-Based Robot-Assisted Catheter/Guidewire Surgery System for Endovascular Catheterization,2021,10.3390/mi12060640
Motion Planning for an Underwater Mobile Manipulator by Exploiting Loose Coupling,2018,
Two-Fingered In-Hand Object Handling Based on Force/Tactile Feedback,2020,10.1109/TRO.2019.2944130
Skill-based dynamic task allocation in Human-Robot-Cooperation with the example of welding application,2017,10.1016/j.promfg.2017.07.113
A Framework of Improving Human Demonstration Efficiency for Goal-Directed Robot Skill Learning,2022,10.1109/TCDS.2021.3137262
A framework for industrial robot training in cloud manufacturing with deep reinforcement learning,2020,
Programming Manipulators by Instructions,2024,10.1109/ROBOT61475.2024.10796921
Object Detection-Based One-Shot Imitation Learning with an RGB-D Camera,2020,10.3390/app10030803
