Title,Year,DOI
EMERGING TECHNOLOGIES AND EVOLVING WORK PRACTICES IMPACTING EMPLOYEE ENGAGEMENT: AUTOMOBILE INDUSTRY; [TECNOLOGÍAS EMERGENTES Y PRÁCTICAS DE TRABAJO EN EVOLUCIÓN QUE AFECTAN LA PARTICIPACIÓN DE LOS EMPLEADOS: INDUSTRIA DEL AUTOMÓVIL]; [TECNOLOGIAS EMERGENTES E PRÁTICAS DE TRABALHO EM EVOLUÇÃO QUE AFETAM O ENGAJAMENTO DOS FUNCIONÁRIOS: INDÚSTRIA AUTOMOTIVA],2024,10.24857/rgsa.v18n9-012
Neuromuscular Interfacing for Advancing Kinesthetic and Teleoperated Programming by Demonstration of Collaborative Robots,2024,10.1109/TOH.2024.3484373
Towards Mastering Real-World Robot Benchmarking: Lessons Learned from the Robothon Grand Challenge,2024,10.1007/978-3-031-76428-8_17
Lifelong Robot Library Learning: Bootstrapping Composable and Generalizable Skills for Embodied Control with Language Models,2024,10.1109/ICRA57147.2024.10611448
Automated Robot Skill Parameterization Based On Task Specifications,2024,10.1109/ETFA61755.2024.10711102
Bi-phase Episodic Memory-Guided Deep Reinforcement Learning for Robot Skills,2024,10.1109/LRA.2024.3416796
Hybrid Reinforcement Learning based on Human Preference and Advice for Efficient Robot Skill Learning,2024,10.1109/ICARM62033.2024.10715884
Rapid Motor Adaptation for Robotic Manipulator Arms,2024,10.1109/CVPR52733.2024.01552
Automated Robot Recovery from Assumption Violations of High-Level Specifications,2024,10.1109/CASE59546.2024.10711578
Using a LLM-Based Conversational Agent in the Social Robot Mini,2024,10.1007/978-3-031-60615-1_2
Robot Skill Learning in Human-Robot Collaboration with Dynamic Time Warping Iterative Learning Control,2024,10.1109/ICIT58233.2024.10540905
Pedipulate: Enabling Manipulation Skills using a Quadruped Robot's Leg,2024,10.1109/ICRA57147.2024.10611307
"2024 21st International Conference on Ubiquitous Robots, UR 2024",2024,
Bayesian Optimization for Sample-Efficient Policy Improvement in Robotic Manipulation,2024,10.1109/IROS58592.2024.10802400
Enhancing Robot Manipulation Skill Learning with Multi-task Capability Based on Transformer and Token Reduction,2024,10.1007/978-981-99-8021-5_10
Review of the Application of Goal-directed Cognitive Mechanism in Robotics; [目标导向的认知机制在机器人领域的应用综述],2023,10.3901/JME.2023.23.001
Curiously exploring affordance spaces of a pouring task,2023,10.1111/exsy.13213
Dynamic Movement Primitives Based Robot Skills Learning,2023,10.1007/s11633-022-1346-z
"29th International Conference on Cooperative Information Systems, CoopIS 2023",2024,
Large language models for chemistry robotics,2023,10.1007/s10514-023-10136-2
Circumflex Coronary Artery Injury during Modern Mitral Valve Surgery—A Review of Current Concepts and Perspectives,2023,10.3390/medicina59081470
"2023 21st International Conference on Advanced Robotics, ICAR 2023",2023,
Prim-LAfD: A Framework to Learn and Adapt Primitive-Based Skills from Demonstrations for Insertion Tasks,2023,10.1016/j.ifacol.2023.10.1748
Enhance pick-and-place performance using multimodal interaction in operation environment,2023,10.1108/IR-10-2022-0260
Reactive motion generation on learned Riemannian manifolds,2023,10.1177/02783649231193046
A Framework for Improving Information Content of Human Demonstrations for Enabling Robots to Acquire Complex Tool Manipulation Skills,2023,10.1109/RO-MAN57019.2023.10309492
Data-Efficient Reinforcement Learning for Variable Impedance Control,2024,10.1109/ACCESS.2024.3355311
TOWARDS UNIVERSAL VISUAL REWARD AND REPRESENTATION VIA VALUE-IMPLICIT PRE-TRAINING,2023,
Adaptive Segmentation Control Method of Sheep Carcass Hind Legs Based on Contact State Perception; [基于接触状态感知的羊胴体后腿自适应分割控制方法],2023,10.6041/j.issn.1000-1298.2023.09.031
Incremental Learning of Full-Pose Via-Point Movement Primitives on Riemannian Manifolds,2024,10.1109/ICRA57147.2024.10610275
"Physically Feasible Repair of Reactive, Linear Temporal Logic-Based, High-Level Tasks",2023,10.1109/TRO.2023.3304009
Robot Skill Learning Based on Dynamic Motion Primitives and Adaptive Control,2023,10.16183/j.cnki.jsjtu.2021.379
Goal-Conditioned Dual-Action Imitation Learning for Dexterous Dual-Arm Robot Manipulation,2024,10.1109/TRO.2024.3372778
Learning of Quadruped Robot Motor Skills Based on Policy Constrained TD3,2023,10.1109/CAC59555.2023.10451816
Human–robot skill transmission for mobile robot via learning by demonstration,2023,10.1007/s00521-021-06449-x
Combining Social and Intrinsically Motivated Learning for Multitask Robot Skill Acquisition,2023,10.1109/TCDS.2021.3069341
Learning Robot Manipulation Skills From Human Demonstration Videos Using Two-Stream 2-D/3-D Residual Networks With Self-Attention,2023,10.1109/TCDS.2022.3182877
Interactive Semantic Map Representation for Skill-Based Visual Object Navigation,2024,10.1109/ACCESS.2024.3380450
Composite dynamic movement primitives based on neural networks for human–robot skill transfer,2023,10.1007/s00521-021-05747-8
Stability-Based Sequence Planning for Robotic Dry-Stacking of Natural Stones,2023,10.1109/LRA.2023.3301275
Integrating Skills into Digital Twins in Cooperative Systems,2024,10.1109/SII58957.2024.10417610
Learning Hierarchical Robot Skills Represented by Behavior Trees from Natural Language,2024,10.1007/978-3-031-46846-9_20
Learn to Coordinate: A Whole-Body Learning from Demonstration Framework for Differential Drive Mobile Manipulators,2023,10.1109/SMC53992.2023.10394442
Shared Driving Assistance Design Considering Human Error Protection for Intelligent Electric Wheelchairs,2023,10.3390/en16062583
An Integrated Vision-Based Robotic Arm Control Framework for Imitation Learning and Online Adaptive Robot Manipulation,2024,10.1109/SII58957.2024.10417706
Learning Robotic Insertion Tasks From Human Demonstration,2023,10.1109/LRA.2023.3300238
Combination of Dynamical Movement Primitives With Trajectory Segmentation and Node Mapping for Robot Machining Motion Learning,2023,10.1109/TMECH.2022.3196036
A hybrid skill parameterisation model combining symbolic and subsymbolic elements for introspective robots,2023,10.1016/j.robot.2022.104350
All the Feels: A Dexterous Hand With Large-Area Tactile Sensing,2023,10.1109/LRA.2023.3327619
Model-based variable impedance learning control for robotic manipulation,2023,10.1016/j.robot.2023.104531
Impedance adjustment for learning human variable impedance skill,2023,10.1016/j.mechatronics.2023.103036
Integrating Reinforcement Learning and Learning From Demonstrations to Learn Nonprehensile Manipulation,2023,10.1109/TASE.2022.3185071
Ensemble Transfer Strategy Based on Domain Difference for Robot Multiple Peg-in-Hole Assembly,2024,10.1109/TIE.2024.3357894
Constraint-Aware Policy for Compliant Manipulation,2024,10.3390/robotics13010008
Hybrid hierarchical learning for solving complex sequential tasks using the robotic manipulation network ROMAN,2023,10.1038/s42256-023-00709-2
Spatial Transform Soft Actor-Critic for Robot Grasping Skill Learning,2023,10.1109/CAC59555.2023.10451703
A Meta Generactive Instinsic Reward Based Robot Manipulation Skill Learning; [基于元生成内在奖励的机器人操作技能学习方法],2023,10.3969/j.issn.1000-1158.2023.06.13
Task-Driven Reinforcement Learning with Action Primitives for Long-Horizon Manipulation Skills,2024,10.1109/TCYB.2023.3298195
One-Shot Domain-Adaptive Imitation Learning via Progressive Learning Applied to Robotic Pouring,2024,10.1109/TASE.2022.3220728
Learning From Human Demonstrations for Wheel Mobile Manipulator: An Unscented Model Predictive Control Approach,2023,10.1109/TNNLS.2022.3171595
Kernelized gradient descent method for learning from demonstration,2023,10.1016/j.neucom.2023.126781
ROBOTIC SOLUTION FOR OPENING DOORS IN CONTAINED OR HIGH BIOLOGICAL RISK FACILITIES,2023,10.6036/10745
Learning surgical skills under the RCM constraint from demonstrations in robot-assisted minimally invasive surgery,2023,10.1016/j.eswa.2023.120134
A geometric optimal control approach for imitation and generalization of manipulation skills,2023,10.1016/j.robot.2023.104413
Polybot: Training One Policy Across Robots While Embracing Variability,2023,
