Title,Year,DOI
Robot Path Planning Using Laplacian Behaviour-Based Control (LBBC) via Half-Sweep SOR,2013,
ROBOTIC APPLICATION IN NEUROSURGERY USING INTELLIGENT VISUAL AND HAPTIC INTERACTION,2015,10.2507/IJSIMM14(1)7.290
Behavior-Based Control with Learning from Demonstration for Path Following Applied to Mobile Robots Soccer,2024,10.1109/LARS64411.2024.10786392
EmAmigo framework for developing behavior-based control systems of inspection robots,2007,10.1007/978-3-540-73956-2_8
Behavior-Based Local Path-Planning by Exploiting Inverse Kinematics on FPGA,2019,10.1007/978-3-030-00232-9_49
Learning action selection in autonomous agents,2002,
A methodology for provably stable behaviour-based intelligent control,2006,10.1016/j.robot.2005.09.014
Adaptive behavioral fusion of fuzzy behavior-based control for Khepera,2002,
Intelligent distributed fuzzy logic control system (IDFLCS) of a mecanum wheeled autonomous guided vehicle,2005,
Fuzzy Based Autonomous Robot Navigation System,2009,
A Hybrid Control Method for Elderly Companion Robot based on Behavior-based Reaction and RNNPB Model,2010,10.1109/WCICA.2010.5554246
Behavior-based control systems for planetary autonomous robot outposts,2000,
Safety for an Autonomous Bucket Excavator During Typical Landscaping Tasks,2014,10.1007/978-3-319-05431-5_24
Behavior-Based Control Applied to Underwater Vehicles to Achieve Local Goals,2015,
Multiple objective behavior-based control,2000,10.1016/S0921-8890(99)00081-0
Navigation of decentralized autonomous automatic guided vehicles in material handling,2003,10.1109/TRA.2003.814513
Applying dynamic networks and staged evolution for soccer robots,2003,
Introducing robots into a human-centred environment - the behaviour-based approach,2001,
Behaviour-based control approach for the trajectory tracking of an underactuated planar capsule robot,2015,10.1049/iet-cta.2013.1100
Behavior-based control of robotic hand by tactile servoing,2006,10.3233/JAE-2006-814
Study of motor arbiter for a human-like robot,2007,
Behavior-based Control of Swarm Robots with Improved Potential Field,2014,
Behavior-based Control of Robot and Trailer in Hospitals,2010,10.1109/MED.2010.5547827
Behavior-Based Control for an Aerial Robotic Swarm in Surveillance Missions,2019,10.3390/s19204584
Fuzzy behavior-based control for the obstacle avoidance of multi-link manipulators,1999,
Behavior-Based Approach for Cooperative Control of a Haptic-driven Mobile Robot,2019,
Mobile robot control based on fuzzy behavior and robot safety body in unknown environment,2005,10.1109/CIRA.2005.1554334
Proactive Avoidance of Moving Obstacles for a Service Robot utilizing a Behavior-Based Control,2010,10.1109/IROS.2010.5651506
"Behaviour-based control: Examples from navigation, learning, and group behaviour",1997,10.1080/095281397147149
Reinforcement learning of cooperative behaviors for multi-robot tracking of multiple moving targets,2005,10.1109/IROS.2005.1545146
An automated digging control for a wheel loader,2001,10.1017/S0263574701003435
The object oriented analysis and Modeling for obstacle avoidance of a behavior-based robot,2007,
Applying genetic programming to evolve behavior primitives and arbitrators for mobile robots,1997,
An autonomous mobile robot control method based on hierarchical fuzzy behaviors,2005,
Object-oriented design of the subsumption architecture,2001,10.1002/spe.396
Spectral Representation of Behaviour Primitives for Depression Analysis,2022,10.1109/TAFFC.2020.2970712
A behavior-based model for pedestrian counter flow,2007,10.1016/j.physa.2006.09.028
Helping instead of replacing - Towards a shared task allocation architecture,2007,
Multiagent-based multi-team formation control for mobile robots,2005,10.1007/s10846-005-2965-7
Topological Edge Cost Estimation through Spatio-Temporal Integration of Low-level Behaviour Assessments,2008,10.3233/978-1-58603-887-8-84
Towards developing behavior based control architectures for mobile robots using simulated behaviors,2004,
Modular behavior-based control for team humanoids,2004,10.1163/1568553041719483
Behavior-Based Manipulator Programming Based on Extensible Agent Behavior Specification Language,2014,
Behavior-based control for autonomous mobile robots,2000,
Combining classical and behavior-based control for swarms of cooperating vehicles,2005,
Behavior-based control of a hybrid quadruped robot,2006,
Behavior-Based Formation Control of Swarm Robots,2014,10.1155/2014/205759
Design and Implementation of a Reactive Navigation System for a Smart Robot Using Udoo Quad,2019,10.1007/978-981-13-2212-9_13
Autonomous navigation using an adaptive hierarchy of multiple fuzzy-behaviors,1997,
Real-time behavior-based robot control,2011,10.1007/s10514-010-9215-y
Behavior-based control of multi-robot assembly/palletizing systems,2002,
Behavior-based cognitive control for mobile robots,1998,
Implementing robots in hardware as a tool for integration,1998,10.1109/ISIC.1998.713680
Bounding Velocity in Tracking Control of Unicycle Mobile Robots with Genetic Programming,2018,
Rule-Based vs. Behavior-Based Self-Deployment for Mobile Wireless Sensor Networks,2016,10.3390/s16071047
Fuzzy behavior-based control of mobile robots,2004,10.1109/TFUZZ.2004.832536
Formation control of underactuated surface vessels using the null-space-based behavioral control,2006,10.1109/IROS.2006.282477
Integrated control architecture based on behavior and plan for mobile robot navigation,1998,10.1017/S0263574798000046
Fuzzy behavior-based control for a miniature mobile robot,1998,
Augmenting Reinforcement Learning with Behavior Primitives for Diverse Manipulation Tasks,2022,10.1109/ICRA46639.2022.9812140
FUZZY-LOGIC-BASED REACTIVE BEHAVIOR CONTROL OF AN AUTONOMOUS MOBILE SYSTEM IN UNKNOWN ENVIRONMENTS,1994,10.1016/0952-1976(94)90031-0
Cooperative Control of Multiple Autonomous Underwater Vehicles,2013,10.4028/www.scientific.net/AMM.365-366.905
Behavior-based primitives for articulated control,1998,
Autonomous Sailing Behavioral Learning high level Control Architecture,2023,10.1109/LARS/SBR/WRE59448.2023.10333010
A framework for the development of hybrid AI control systems,2000,
Combining Onthologies and Behavior-based Control for Aware Navigation in Challenging Off-road Environments,2019,10.5220/0007934301350146
Adaptive behavior-based control for robot navigation: a multi-robot case study,2013,
Adaptive control of heterogeneous marine sensor platforms in an autonomous sensor network,2006,10.1109/IROS.2006.282187
Flocking for multi-robot systems via the Null-Space-based Behavioral control,2010,10.1007/s11721-009-0036-6
Evolved motor primitives and sequences in a hierarchical recurrent neural network,2004,
An architecture for behavior-based reinforcement learning,2005,10.1177/105971230501300101
A Behavior Based Locomotion Controller with Learning for Disturbance Compensation in Bipedal Robots,2012,
Simulation environment for cooperative behavior-based robotic teams,2001,
Performance Verification for Behavior-Based Robot Missions,2015,10.1109/TRO.2015.2418592
"Behavior-based Robotics, its scope and its prospects",1998,
Experiments with a Behavior-Based Robot,2011,
The Behaviour Based Area Coverage of Unknown Environment by Autonomous Mobile Robot Using Modified the way of the ox Algorithm,2009,
Planetary cliff descent using cooperative robots,2004,10.1023/B:AURO.0000025790.37415.83
USING OPTIMIZATION TECHNIQUES FOR THE DESIGN AND CONTROL OF FAST BIPEDS,2007,10.1142/9789812770189_0053
Autonomous wheelchair for disabled people,1997,10.1109/ISIE.1997.648641
Discrete Event Behavior-Based Distributed Architecture Design for Autonomous Intelligent Control of Mobile Robots with Embedded Petri Nets,2016,10.1007/978-3-319-30340-6_34
Deriving action and Behavior primitives from human motion data,2002,
Supervised autonomy: A framework for human-robot systems development,2001,10.1023/A:1011231725361
Modeling Habituation in the Cnidarian Hydra,2008,
Novel Design for a Semi-Autonomous Combat Robot with Extension Capability,2009,10.1109/ICC.2009.39
Extraction of Behavior Primitives for Understanding Human Standing-up Motion,2009,
Grounded symbolic communication between heterogeneous cooperating robots,2000,10.1023/A:1008929609573
Multisensor integration for declaring the odor source of a plume in turbulent fluid-advected environments,2006,10.1109/IROS.2006.282268
Evolving complex robot behaviors,1999,10.1016/S0020-0255(99)00078-X
Research on patrol algorithm of multiple behavior-based robot fishes,2004,
Human victim detection and stereo-based terrain traversability analysis for behaviour-based robot navigation,2010,
Navigation of a Wheeled Mobile Robot in Indoor Environment by Potential Field Based-Fuzzy Logic Method,2008,
Schemata Learning,2011,10.1007/978-1-4419-1452-1_7
A decentralized approach to formation maneuvers,2003,10.1109/TRA.2003.819598
A Behavior-Based Approach for Educational Robotics Activities,2013,10.1109/TE.2012.2220359
Coaching Robots with Biosignals based on Human Affective Social Behaviors,2013,
"A behavior-based model of the hydra, phylum cnidaria",2007,
From biological inspiration toward next-generation manipulators: Manipulator control focused on human tasks,2005,10.1109/TSMCC.2004.840047
A virtual target approach for resolving the limit cycle problem in navigation of a fuzzy behaviour-based mobile robot,2000,10.1016/S0921-8890(99)00099-8
Design of Telerobotic system using Bluetooth with Behaviourbased Control Architecture,2018,10.1088/1757-899X/453/1/012067
Behavior-based navigation for an indoor mobile robot,2000,10.1109/EEEI.2000.924394
A robust method for mobile robot tracking object on behavior-based robotics,2007,
A Fuzzy Behavior-Based Architecture for Mobile Robot Navigation in Unknown Environments,2009,10.1109/AICI.2009.125
Embedding learning in behaviour-based architectures: a conceptual approach,1998,10.1023/A:1008832332433
Behavior-Based Robotics Programming for a Mobile Robotics ECE Course Using the CEENBoT Mobile Robotics Platform,2017,
A behaviour sequencing and composition architecture based on ontologies for entertainment humanoid robots,2013,10.1016/j.robot.2012.09.028
PRIME: Scaffolding Manipulation Tasks With Behavior Primitives for Data-Efficient Imitation Learning,2024,10.1109/LRA.2024.3443610
Realizing cooperative object manipulation using multiple behavior-based robots,1996,
"Foundations of Probabilistic Behavior Networks Aiming for Structured, Distributed Control of Complex Systems like Legged Robots",2024,10.1109/BIOROB60516.2024.10719847
The queen robots: Behaviour-based situated robots solving the N-queens puzzle,2002,
Artificial Immune System inspired Behavior Coordination for Autonomous Mobile Robot Trajectory Generation,2010,
Behaviour-based vision-guided tele-operated MEMS probe station,2005,
Complex-Valued Neural Network for Group-Movement Control of Mobile Robots,2012,
Study on the Path Planning of the Spherical Mobile Robot based on Fuzzy Control,2019,10.1109/icma.2019.8816595
Behavior-Based Systems,2016,
Automated Particle Collection for Protein Crystal Harvesting,2017,10.1109/LRA.2017.2669364
Connectionist learning in behaviour-based mobile robots: A survey,1998,10.1023/A:1006567623867
USING BEHAVIOUR ACTIVITY SEQUENCES FOR MOTION GENERATION AND SITUATION RECOGNITION,2011,
A framework for plan execution in behavior-based robots,1998,10.1109/ISIC.1998.713627
Task-oriented multi-robot learning in behavior-based systems,1996,
An Analysis of Displays for Probabilistic Robotic Mission Verification Results,2017,10.1007/978-3-319-41959-6_33
Adaptive behaviors of reactive mobile robot with Bayesian inference in nonstationary environments,2010,10.1007/s10489-009-0164-0
Autonomous behavior-based micro-rover for lunar exploration,2001,
Observational emergence of a fuzzy controller evolved by genetic algorithm,2001,
A fuzzy behavior-based architecture for decision control in autonomous vehicles,2001,10.1109/ISIC.2001.971538
A Friendly Mobile Entertainment Robot for Disabled Children,2013,
Tool-Assisted Verification of Behaviour Networks,2013,
Coordination of multiple behavior modules evolved on CAM-brain,2001,
Coordination control of behavior based distributed networked robotic systems: a state modeling approach,2008,10.1117/12.784493
Using Spiking Neural Networks for the Generation of Coordinated Action Sequences in Robots,2009,
Self-organization of behavioral primitives as multiple attractor dynamics: A robot experiment,2003,10.1109/TSMCA.2003.809171
Design and implementation of a behavior-based control and learning architecture for mobile robots,2003,
Consensus-Based Obstacle Avoidance for Robotic Swarm System with Behavior-Based Control Scheme,2014,
An activation-based behavior control architecture for walking machines,2003,10.1177/0278364903022003005
An hybrid methodology for RL-based behavior coordination in a target following mission with an AUV,2001,
Identification of a Quadratic Performance Index in Multi-Agent Network,2012,
Predicting Object Interactions with Behavior Primitives: An Application in Stowing Tasks,2023,
Decentralized behavior-based formation control of multiple robots considering obstacle avoidance,2018,10.1007/s11370-017-0240-y
Distributed fuzzy discrete event system for robotic sensory information processing,2006,10.1111/j.1468-0394.2006.00409.x
Biologically-inspired behaviour based robotics for making invisible pollution visible: a survey,2014,10.1080/01691864.2013.871578
Whole-Body Balancing Walk Controller for Position Controlled Humanoid Robots,2016,10.1142/S0219843616500110
Distributive behavior-based control for a flexible conveying system,2002,
Decentralized cooperative search,2005,
Behaviour-based control applied to robotic handling of variable objects,1998,
"RETRACTED: Design of basketball robot based on behavior-based fuzzy control (Retracted article. See vol. 18, 2021)",2020,10.1177/1729881420909965
The null-space-based behavioral control for autonomous robotic systems,2008,10.1007/s11370-007-0002-3
Behavior-based Autonomous Navigation and Formation Control of Mobile Robots in Unknown Cluttered Dynamic Environments with Dynamic Target Tracking,2021,10.1007/s11633-020-1264-x
On Applying Neuroevolutionary Methods to Complex Robotic Tasks,2011,
Perceived Appropriateness: A Novel View for Remediating Perceived Inappropriate Robot Navigation Behaviors,2023,10.1145/3568294.3579984
Research on Pursuit-evasion Games with Multiple Heterogeneous Pursuers and A High Speed Evader,2015,
"Sound source detection system for control of an autonomous mobile robot, a behaviour-based approach",2006,
Behavior-based robotics as a tool for synthesis of artificial behavior and analysis of natural behavior,1998,10.1016/S1364-6613(98)01141-3
A behaviour-based architecture for force control of robot manipulators,1998,
Behaviour Activity Based Maps Applied to Mobile Robot Navigation,2009,
Monocular robot tracking object on extended Behavior-Based Robotics,2007,
The Research on Multi-Mode Sequential Flocking in Uncertain Environment for Multiple Mobile Robots,2011,
Soft computing paradigms for hybrid fuzzy controllers: Experiments and applications,1998,
Behavior Based Complete Coverage Task of Unknown Area by an Autonomous Mobile Robot SCORPION with Static Obstacles in Environment,2013,10.4028/www.scientific.net/SSP.198.73
More Than You Expect: Priors Influence on the Adoption of Intentional Stance Toward Humanoid Robots,2019,10.1007/978-3-030-35888-4_12
Combining Dense Structure From Motion and Visual SLAM in a Behavior-Based Robot Control Architecture,2010,
Formal verification of safety behaviours of the outdoor robot RAVON,2007,
Does geographical origin affect lateralization and male mating success in Rhyzopertha dominica beetles?,2020,10.1016/j.jspr.2020.101630
Formal verification of behaviour networks including sensor failures,2015,10.1016/j.robot.2015.08.002
Stability analysis for the Null-Space-based Behavioral control for multi-robot systems,2008,10.1109/CDC.2008.4738697
Synthetic-analytic behavior-based control framework: Constraining velocity in tracking for nonholonomic wheeled mobile robots,2019,10.1016/j.ins.2019.06.025
A single-camera feature-based vision system for helicopter autonomous landing,2009,
CARL - A Compliant Robotic Leg Featuring Mono- and Biarticular Actuation,2017,
Development of A Behavior-Based Cooperative Search Strategy for Distributed Autonomous Mobile Robots Using Zigbee Wireless Sensor Network,2014,10.1002/asjc.652
Initialization of latent space coordinates via random linear projections for learning robotic sensory-motor sequences,2022,10.3389/fnbot.2022.891031
Particle swarm fuzzy controller for behavior-based mobile robot,2006,
Formal Verification of Behaviour Networks Including Hardware Failures,2016,10.1007/978-3-319-08338-4_113
Autonomous navigation using a robot platform in a sugar beet field,2011,10.1016/j.biosystemseng.2011.05.001
Adaptive motor primitive and sequence formation in a hierarchical recurrent neural network,2004,
Cooperation without deliberation: A minimal behavior-based approach to multi-robot teams,1999,10.1016/S0004-3702(99)00023-5
L-ALLIANCE: Task-oriented multi-robot learning in behavior-based systems,1997,10.1163/156855397X00344
Hybrid Formation Control of Multiple Mobile Robots with Obstacle Avoidance,2010,10.1109/WCICA.2010.5554820
Bio-inspired behaviour-based control,2007,10.1007/s10462-008-9092-3
A Study on Precise Control of Mobile Robot with Dual-Arm,2015,
Intelligent Cooperative Behavior Control of Multiple Partner Robots,2008,10.1109/IROS.2008.4651090
WAD project where attractor dynamics aids wheelchair navigation,2002,
Development of a New Cable-driven Soft Robot for Cardiac Ablation,2013,
Architectural methodology based on intentional configuration of behaviors,2001,10.1111/0824-7935.00136
Emergence of Adaptation of Collective Behavior Based on Visual Perception,2023,10.1109/JIOT.2023.3238162
Learning generalizable behaviors from demonstration,2022,10.3389/fnbot.2022.932652
"Evolution, adaption, and behavioural holism in artificial intelligence",2001,
Fuzzy Motivations in Behavior Based Agents,2010,10.1007/978-3-642-04584-4_11
"The Cognitive Controller: A hybrid, deliberative/reactive control architecture for autonomous robots",2004,
Codevelopmental learning between human and humanoid robot using a dynamic neural-network model,2008,10.1109/TSMCB.2007.907738
Emotion based control architecture for robotics applications,2007,
A Behavior-Based Strategy for Single and Multi-Robot Autonomous Exploration,2012,10.3390/s120912772
Adaptive navigation for autonomous robots,2011,10.1016/j.robot.2011.02.004
Distributed learning in behaviour based mobile robot control,2002,
A Behavior Based Architecture with Auction-Based Task Assignment for Multi-robot Industrial Applications,2009,
A Behavior Based Control System for Surveillance UAVs,2010,10.1007/978-1-84996-329-9_10
Human Behavior-Based Target Tracking With an Omni-Directional Thermal Camera,2019,10.1109/TCDS.2017.2726356
BEHAVIOUR BASED PREDICTIVE MOTION CONTROLLER FOR A MOBILE ROBOT,2008,
The Attempto RoboCup robot team,2000,
A conceptual approach to behaviour based architectures for robot control,1997,
Behavior generation strategy of artificial behavioral system by self-learning paradigm for autonomous robot tasks,2008,10.1117/12.784332
Deployment of UAVs for Optimal Multihop Ad-hoc Networks Using Particle Swarm Optimization and Behavior-based Control,2022,10.1109/ICCAIS56082.2022.9990164
Motor primitive and sequence self-organization in a hierarchical recurrent neural network,2004,10.1016/j.neunet.2004.08.005
Local Behavior-Based Navigation in Rough Off-Road Scenarios based on Vehicle Kinematics,2018,
Perspectives on Computation in Plants,2023,10.1162/artl_a_00396
Hybrid control approach to action coordination for mobile robots,2002,10.1016/S0005-1098(01)00185-6
An Intelligent control of Non-holonomic Mobile Robot Based on Fuzzy Perception,2010,
Autonomous Off-Road Navigation Using Near-Feature-Based World Knowledge Incorporation on the Example of Forest Path Detection,2022,10.1007/978-3-030-95892-3_13
Implementation of Behavior-Based Navigation Algorithm on Four-Wheel Steering Mobile Robot,2021,10.22059/jcamech.2021.330072.648
A Behavior-Based Mobile Robot Navigation Method with Deep Reinforcement Learning,2021,10.1142/S2301385021410041
Neuro-Fuzzy Based Autonomous Mobile Robot Navigation System,2010,
Reactive task execution by combining action maps,1996,
A behaviour-based optimisation strategy for multi-robot exploration,2004,
Cooperative Target Tracking in Aquatic Environment Using Dual Robotic Dolphins,2021,10.1109/TSMC.2019.2944753
CAMPOUT: A control architecture for multi-robot planetary outposts,2000,10.1117/12.403721
A Framework for Automatic Personality Recognition in Dyadic Interactions,2023,10.1109/ACIIW59127.2023.10388205
Multi CPU control system for kinematic control of a redundant manipulator,1997,
A Study on Real-Time Control of Mobile Robot with Two Wheel,2013,
Behavioral design and strategy for cooperative multiple-biomimetic-robot-fish system,2006,
Mobile-robot collision avoidance algorithm based on hybrid Zeno behavior automaton,2006,10.1109/ROBIO.2006.340238
Distributed control of multi-robot teams: Cooperative baton passing task,1998,
Behavior-based Steering Control for Four Wheel Independent Steering Vehicle,2009,
Decision-Making for Automated Vehicles Using a Hierarchical Behavior-Based Arbitration Scheme,2020,
A Robust Control of Mobile Robot Based on Sonar Sensors,2011,
Behavior-based artificial intelligence in miniature mobile robot,1999,10.1016/S0957-4158(98)00039-7
Mobile Robot Behavior Coordination Using Supervisory Control of Fuzzy Discrete Event Systems,2009,10.1109/IROS.2009.5354780
Imitation Learning and Behavior Generation in a Robot Team,2014,10.1007/978-3-642-55146-8_30
Evolving a behavior-based control architecture - From simulations to the real world,1999,
THE USC AFV-1 - A BEHAVIOR-BASED ENTRY IN THE 1994 INTERNATIONAL AERIAL ROBOTICS COMPETITION,1995,10.1109/64.395355
Responsive Social Positioning Behaviors for Semi-Autonomous Telepresence Robots,2017,10.1145/3029798.3034821
Automated Noncontact Micromanipulation Using Magnetic Swimming Microrobots,2018,10.1109/TNANO.2018.2797325
An efficient coordination architecture for autonomous robot teams,2002,
BEHAVIOR-BASED ADHESION CONTROL SYSTEM FOR SAFE ADHERENCE OF WALL-CLIMBING ROBOTS,2012,
Behavior fusion via free-space force shaping,2003,
Task Oriented Behavior-Based State-Adaptive PID (Proportional Integral Derivative) Control for Low-Cost Mobile Robot,2010,10.1109/ICCEA.2010.27
Mobile robots formation navigation with behavior based algorithms,2008,10.1109/AQTR.2008.4588860
CPG-based Behavior Design and Implementation for a Biomimetic Amphibious Robot,2011,
Plant-inspired behavior-based controller to enable reaching in redundant continuum robot arms,2023,10.1109/ROBOSOFT55895.2023.10122017
Mobile robot control using type-2 fuzzy logic system,2004,
Behavioural representation and simulation of design concepts for systematic conceptual design of mechatronic systems using Petri Nets,2014,10.1080/00207543.2013.838648
Forced moves or good tricks in design space? Landmarks in the evolution of neural mechanisms for action selection,2007,10.1177/1059712306076252
A robot with a decentralized consensus-making mechanism based on the immune system,1997,10.1109/ISADS.1997.590626
"Strangers on a Team?: Human Companions, Compared to Strangers or Individuals, are More Likely to Reject a Robot Teammate",2024,10.1007/s12369-024-01133-1
Lose a leg but not your head - a cognitive extension of a biologically-inspired walking architecture,2016,10.1016/j.procs.2016.07.412
Multi-UAV Coverage Strategy with V-shaped Formation for Patrol and Surveillance,2022,10.1109/ICCAIS56082.2022.9990236
EFFECTS OF PHYSICAL PARAMETERS ON DYNAMIC BEHAVIOUR OF BALLBOT-LIKE ROBOTS,2014,10.2316/Journal.206.2014.1.206-3957
Formation control of multiple behavior-based robots,2006,10.1109/ICCIAS.2006.294194
Autonomous Flying Vehicle research at the University of Southern California,2002,
Practical applications of behavior-based robotics - The first five years,1998,
Behavior-based Adaptive Dynamic Programming Method for Multiple Mobile Manipulators Coordination Control,2023,10.1007/s12555-021-0904-4
Toward Behavior-Based models of bat echolocation,2022,10.1109/SSCI51031.2022.10022100
Auto-agent: A behavior-based architecture for mobile navigation,1998,10.1117/12.327014
Generation Differences in Perception of the Elderly Care Robot,2021,10.1109/RO-MAN50785.2021.9515534
An evolutionary behavior programming system with dynamic networks for mobile robots in dynamic environments,2002,
Characterising dimensions of use for designing adaptive dialogues for human-robot communication,2007,
Behaviour-based assembly of a family of electric torches,1998,10.1016/B978-008043339-4/50025-0
"Generating Legible and Glanceable Swarm Robot Motion through Trajectory, Collective Behavior, and Pre-attentive Processing Features",2021,10.1145/3442681
Robot learning driven by emotions,2001,10.1177/105971230200900102
Handling Ambiguous Entities in Human-Robot Instructions Using Linguistic and Context Knowledge,2011,
Determination of Gender and Age Based on Pattern of Human Motion Using AdaBoost Algorithms,2009,
Research on Consensus Problem of Swarming Behavior of Scalable Intelligent System,2008,10.1109/WCICA.2008.4594216
Integration of fuzzy behavior control and plant-wide geometric planning for robot operation,1997,
Behavior-based control of a non-holonomic robot in pushing tasks,2001,
Character-preserving and diversity-maintaining strategy of behavior-based robot under different training environments,1998,
Behavior-based Fuzzy Control Framework for Multi-Mobile-Robot Deployment,2012,
Optimal Design of a Physical Assistive Device to Support Sit-to-Stand Motions,2015,
BISMARC: a biologically inspired system for map-based autonomous rover control,1998,10.1016/S0893-6080(98)00088-4
From insect to Internet: Situated control for networked robot teams,2001,10.1023/A:1016650101473
Combining Behavior and Situation Information for Reliably Estimating Multiple Intentions,2014,
Hierarchical behavior organization,2005,10.1109/IROS.2005.1545581
Parallel and diagonal parking in nonholonomic autonomous vehicles,2001,10.1016/S0952-1976(01)00004-5
An agent based Human Robot Interaction in a supervised autonomous system.,2003,10.1117/12.485679
A Top-down and Bottom-up Visual Attention Model for Humanoid Object Approaching and Obstacle Avoidance,2016,10.1109/LARS-SBR.2016.12
Intuitive control of mobile robots: an architecture for autonomous adaptive dynamic behaviour integration,2018,10.1007/s10339-017-0818-5
Supervised control of cooperative multi-agent robotic vehicles,2002,10.1109/SSST.2002.1027073
Task Generalization for Robust One-Shot Robot Programming using Entity-based Resources,2018,
A hybrid robot navigation approach based on partial planning and emotion-based behavior coordination,2006,10.1109/IROS.2006.281851
A Nervousness Regulator Framework for Dynamic Hybrid Control Architectures,2016,10.1007/978-3-319-30337-6_19
Immunoid: An architecture for behavior arbitration based on the immune networks,1996,
A biologically inspired homeostatic motion controller for autonomous mobile robots,2003,
Multi-layered fuzzy behavior fusion for reactive control of an autonomous mobile robot,1997,
Autonomous control of an autonomous underwater vehicle towing a vector sensor array,2007,10.1109/ROBOT.2007.364182
Evolution of fuzzy behaviors for multi-robotic system,2007,10.1016/j.robot.2006.07.005
The neural network model RuleNet and its application to mobile robot navigation,1997,10.1016/0165-0114(95)00351-7
Application of voting to fusion of purposive modules: An experimental investigation,1998,10.1016/S0921-8890(98)00012-8
Emergent behavior based sensor fusion for mobile robot navigation system,1998,
A fuzzy behavior-based control system for manipulation,2002,
Adaptive Tracking Control for Robots With an Interneural Computing Scheme,2018,10.1109/TNNLS.2017.2647819
Neural Network Modeling for Steering Control of an Autonomous Vehicle,2017,
Bluetooth based proximity sensing for reactive mobile robots,2006,
Interval multiobjective programming and mobile robot path planning,2000,
Scalable multi-robot formations using local sensing and communication,2002,10.1109/ROMOCO.2002.1177126
Robotour Solution as a Learned Behavior Based on Artificial Neural Networks,2010,
An Improved Spinal Neural System Based Method for Mobile Robot Navigation,2017,10.3233/978-1-61499-828-0-337
An Assertion Framework for Mobile Robotic Programming with Spatial Reasoning,2018,10.1109/COMPSAC.2018.00019
Hybrid control for autonomous mobile robot navigation using neural network based behavior modules and environment classification,2003,10.1023/A:1025597227189
Weak Supervised Detection of Abnormal Behavior,2018,
A BEHAVIOUR-BASED FREE GAIT INSPIRED BY A WALKING STICK INSECT,2010,
"Decoupling Behavior, Perception, and Control for Autonomous Learning of Affordances",2013,
Robotic marionette system: From mechatronic design to manipulation,2006,
BEHAVIOR-BASED OBSTACLE DETECTION AND AVOIDANCE SYSTEM FOR THE OMNIDIRECTIONAL WALL-CLIMBING ROBOT CROMSCI,2010,
A Behavior-Based Planning Strategy for Deep-sea Hydrothermal Plume Tracing with Autonomous Underwater Vehicles,2014,
Multi unmanned vehicle systems (nUxVs) at Defence R&D Canada,2006,10.1117/12.664715
SLAM algorithm applied to robotics assistance for navigation in unknown environments,2010,10.1186/1743-0003-7-10
Solving function distribution and behavior design problem for cooperative object handling by multiple mobile robots,2003,10.1109/TSMCA.2003.817396
Analysis of behavior based control for planetary cliff descent using cooperative robots,2003,10.1117/12.497844
DYNAMIC FIELDS ENDOW BEHAVIOR-BASED ROBOTS WITH REPRESENTATIONS,1995,10.1016/0921-8890(94)00020-3
Formation constrained multi-robot system in unknown environments,2003,
Goal-oriented behaviour-based visual navigation,1998,
Speed control strategy of geophysical measurement platform for archaeological prospection: a conceptual study,2016,
