title,authors,year,journal,doi,abstract,keywords
Towards automated task planning for service robots using semantic knowledge representation,"Ji, Z; Qiu, RX; Noyvirt, A; Soroka, A; Packianather, M; Setchi, R; Li, DY; Xu, S",2012,2012 10TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN),,,
An ontology-based approach towards coupling task and path planning for the simulation of manipulation tasks,"Zhao, YS; Fillatreau, P; Karray, MH; Archimede, B",2018,2018 IEEE/ACS 15TH INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS (AICCSA),,,
Evolutionary behavior acquisition for humanoid robots,"Aydemir, D; Iba, H",2006,"PARALLEL PROBLEM SOLVING FROM NATURE - PPSN IX, PROCEEDINGS",,,
RoboChemist: Long-Horizon and Safety-Compliant Robotic Chemical Experimentation,"Zhang, ZZ; Yue, CH; Xu, HB; Liao, MW; Qi, XL; Gao, HA; Wang, ZW; Zhao, H",2025,CONFERENCE ON ROBOT LEARNING,,,
Primitive action learning using fuzzy neural networks,"Gatsoulis, Y; Siradjuddin, I; McGinnity, TM",2012,2012 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS (ROBIO 2012),,,
A simplifying diagrammatic representation of crisp and fuzzy Teleo-Reactive semantic circuitry for application in robotic agent task control,"Katz, EP; Scholar, V",1998,"1998 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, VOLS 1-5",,,
A Learned Soccer Goalkeeper Petri Net Model,"Gholami, A; Bigham, BS",2017,2017 ARTIFICIAL INTELLIGENCE AND ROBOTICS (IRANOPEN),,,
Imitation Learning from Humanoids in a Heterogeneous Setting,"Allen, J; Anderson, J; Baltes, J",2010,TRENDS IN INTELLIGENT ROBOTICS,,,
A Kernel-based Approach to Direct Action Perception,"Kroemer, O; Ugur, E; Oztop, E; Peters, J",2012,2012 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Autonomous Planning of Service Robot Based on Natural Language Tasks in Intelligent Space,"Yuan, Y; Tian, GH; Zhang, MY",2017,2017 CHINESE AUTOMATION CONGRESS (CAC),,,
What's in a Primitive? Identifying Reusable Motion Trajectories in Narrated Demonstrations,"Mohseni-Kabir, A; Wu, V; Chernova, S; Rich, C",2016,2016 25TH IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION (RO-MAN),,,
AgentWorld: An Interactive Simulation Platform for Scene Construction and Mobile Robotic Manipulation,"Zhang, YZ; Yu, ZJ; Lai, JX; Lu, CW; Han, L",2025,CONFERENCE ON ROBOT LEARNING,,,
Synthesizing Manipulation Sequences for Under-Specified Tasks using Unrolled Markov Random Fields,"Sung, JY; Selman, B; Saxena, A",2014,2014 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2014),,,
MAGIC: Learning Macro-Actions for Online POMDP Planning,"Lee, Y; Cai, PP; Hsu, D",2021,ROBOTICS: SCIENCE AND SYSTEM XVII,,,
Incremental Acquisition of Verb Hypothesis Space towards Physical World Interaction,"She, LB; Chai, JY",2016,"PROCEEDINGS OF THE 54TH ANNUAL MEETING OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS, VOL 1",,,
A Rule-based Decision Subsystem Design Approach for Intelligent Robot,"Wang, YH; Wang, Q; Liu, RP",2009,"2009 ISECS INTERNATIONAL COLLOQUIUM ON COMPUTING, COMMUNICATION, CONTROL, AND MANAGEMENT, VOL II",,,
GOLEX -: Bridging the gap between logic (GOLOG) and a real robot,"Hähnel, D; Burgard, W; Lakemeyer, G",1998,KI-98: ADVANCES IN ARTIFICIAL INTELLIGENCE,,,
Diversity-Driven Extensible Hierarchical Reinforcement Learning,"Song, YH; Wang, JY; Lukasiewicz, T; Xu, ZH; Xu, M",2019,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,,,
Kinodynamic Randomized Rearrangement Planning via Dynamic Transitions Between Statically Stable States,"Haustein, JA; King, J; Srinivasa, SS; Asfour, T",2015,2015 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Towards Language-Based Verification of Robot Behaviors,"Cowley, A; Taylor, CJ",2011,2011 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,,,
Learning Sequential Tasks Interactively from Demonstrations and Own Experience,"Gräve, K; Behnke, S",2013,2013 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
Active model learning and diverse action sampling for task and motion planning,"Wang, Z; Garrett, CR; Kaelbling, LP; Lozano-Pérez, T",2018,2018 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
"Online, real-time tracking and recognition of human actions","Natarajan, P; Nevatia, R",2008,2008 IEEE WORKSHOP ON MOTION AND VIDEO COMPUTING,,,
Successor Options: An Option Discovery Framework for Reinforcement Learning,"Ramesh, R; Tomar, M; Ravindran, B",2019,PROCEEDINGS OF THE TWENTY-EIGHTH INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,,,
Model Learning for Look-Ahead Exploration in Continuous Control,"Agarwal, A; Muelling, K; Fragkiadaki, K",2019,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,,,
MOPL: A Multi-Modal Path Planner for Generic Manipulation Tasks,"Jentzsch, S; Gaschler, A; Khatib, O; Knoll, A",2015,2015 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
Natural language communication between human and artificial agents,"Kemke, C",2006,AGENT COMPUTING AND MULTI-AGENT SYSTEMS,,,
Cooperative Multi-Robot Hierarchical Reinforcement Learning,"Setyawan, GE; Hartono, P; Sawada, H",2022,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,,,
PIVOT-R: Primitive-DrivenWaypoint-Aware World Model for Robotic Manipulation,"Zhang, KD; Ren, PZ; Lin, BQ; Lin, JF; Ma, SK; Xu, H; Liang, XD",2024,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 37 (NEURIPS 2024),,,
Learning Primitive Actions through Object Exploration,"Omrcen, D; Ude, A; Kos, A",2008,2008 8TH IEEE-RAS INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS 2008),,,
Primitive Action Segmentation and Encoding during Gesture based Demonstration,"Li, W; Zhang, XH; Cheng, HT",2019,"2019 9TH IEEE ANNUAL INTERNATIONAL CONFERENCE ON CYBER TECHNOLOGY IN AUTOMATION, CONTROL, AND INTELLIGENT SYSTEMS (IEEE-CYBER 2019)",,,
Door-opening behavior of an autonomous mobile manipulator by sequence of action primitives,"Nagatani, K; Yuta, S",1996,JOURNAL OF ROBOTIC SYSTEMS,,,
Discovering Action Primitive Granularity from Human Motion for Human-Robot Collaboration,"Grigore, EC; Scassellati, B",2017,ROBOTICS: SCIENCE AND SYSTEMS XIII,,,
"Motion design for autonomous mobile manipulator based on programming style ""action primitive""","Nagatani, K; Tanaka, Y",2000,"IECON 2000: 26TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY, VOLS 1-4: 21ST CENTURY TECHNOLOGIES AND INDUSTRIAL OPPORTUNITIES",,,
Evolutionary Reinforcement Learning with Parameterized Action Primitives for Diverse Manipulation Tasks,"Qiu, XX; Huang, HM; Chen, WW; Lin, QZ; Chen, WN; Sun, FC",2025,"THIRTY-NINTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-25, VOL 39 NO 14",,,
Skill Memories for Parameterized Dynamic Action Primitives on the Pneumatically Driven Humanoid Robot Child Affetto,"Queisser, JF; Ishihara, H; Hammer, B; Steil, JJ; Asada, M",2018,2018 JOINT IEEE 8TH INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING AND EPIGENETIC ROBOTICS (ICDL-EPIROB),,,
Enriched Manipulation Action Semantics for Robot Execution of Time Constrained Tasks,"Aksoy, EE; Zhou, Y; Wächter, M; Asfour, T",2016,2016 IEEE-RAS 16TH INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS),,,
Learning Convolutional Action Primitives for Fine-grained Action Recognition,"Lea, C; Vidal, R; Hager, GD",2016,2016 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Language for Learning Complex Human-Object Interactions,"Patel, M; Ek, CH; Kyriazis, N; Argyros, A; Miro, JV; Kragic, D",2013,2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Learning Task-Based Instructional Policy for Excavator-Like Robots,"Maske, H; Kieson, E; Chowdhary, G; Abramson, C",2018,2018 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Trajectory Planning with Adaptive Control Primitives for Autonomous Surface Vehicles Operating in Congested Civilian Traffic,"Shah, BC; Svec, P; Bertaska, IR; Klinger, W; Sinisterra, AJ; von Ellenrieder, K; Dhanak, M; Gupta, SK",2014,2014 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2014),,,
Developmental Action Perception for Manipulative Interaction,"Saegusa, R; Metta, G; Sandini, G; Natale, L",2013,2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Towards the Grounding of Abstract Words: A Neural Network Model for Cognitive Robots,"Stramandinoli, F; Cangelosi, A; Marocco, D",2011,2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),,,
An Affordance-Based Pilot Interface for High-Level Control of Humanoid Robots in Supervised Autonomy,"Kaiser, P; Kanoulas, D; Grotz, M; Muratore, L; Rocchi, A; Hoffman, EM; Tsagarakis, NG; Asfour, T",2016,2016 IEEE-RAS 16TH INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS),,,
A Compositional Approach for 3D Arm-Hand Action Recognition,"Gori, I; Fanello, SR; Odone, F; Metta, G",2013,2013 IEEE WORKSHOP ON ROBOT VISION (WORV),,,
Large Language Model-Driven Dynamic Trajectory Planning for Human-guided Robot Assembly,"Zhao, BY; Wang, T; Zheng, P",2025,MANUFACTURING LETTERS,,,
Towards Generalizable Vision-Language Robotic Manipulation: A Benchmark and LLM-guided 3D Policy,"Garcia, R; Chen, SZ; Schmid, C",2025,2025 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Task-Learning Policies for Collaborative Task Solving in Human-Robot Interaction,"Park, HW",2012,ICMI '12: PROCEEDINGS OF THE ACM INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION,,,
Toward Autonomous Car Driving by a Humanoid Robot: A Sensor-Based Framework,"Paolillo, A; Cherubini, A; Keith, F; Kheddar, A; Vendittelli, M",2014,2014 14TH IEEE-RAS INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS),,,
Telepresence Technology for Production: From Manual to Automated Assembly,"Radi, M; Reiter, A; Zäh, MF; Müller, T; Knoll, A",2010,"HAPTICS: GENERATING AND PERCEIVING TANGIBLE SENSATIONS, PT I, PROCEEDINGS",,,
An object-oriented approach using a top-down and bottom-up process for manipulative action recognition,"Li, Z; Fritsch, J; Wachsmuth, S; Sagerer, G",2006,"PATTERN RECOGNITION, PROCEEDINGS",,,
Robotic Tasks Using Discrete Event Controller,"Koh, NW; Ang, MH; Lim, SY",2008,"MECHATRONIC SYSTEMS: DEVICES, DESIGN, CONTROL, OPERATION AND MONITORING",,,
"Towards a Platform-Independent Cooperative Human-Robot Interaction System: II. Perception, Execution and Imitation of Goal Directed Actions","Lallée, S; Pattacini, U; Boucher, JD; Lemaignan, S; Lenz, A; Melhuish, C; Natale, L; Skachek, S; Hamann, K; Steinwender, J; Sisbot, EA; Metta, G; Alami, R; Warnier, M; Guitton, J; Warneken, F; Dominey, PF",2011,2011 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,,,
Multiple Humanoid Cooperative Control System for Heterogeneous Humanoid Team,"Lim, H; Kang, Y; Lee, J; Kim, J; You, BJ",2008,"2008 17TH IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION, VOLS 1 AND 2",,,
Toward a library of manipulation actions based on semantic object-action relations,"Aein, MJ; Aksoy, EE; Tamosiunaite, M; Papon, J; Ude, A; Wörgötter, F",2013,2013 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
Local Contextual Trajectory Estimation with Demonstration for Assisting Mobile Robot Teleoperation,"Gao, M; Zöllner, JM",2017,2017 EUROPEAN CONFERENCE ON MOBILE ROBOTS (ECMR),,,
Arm-Hand Behaviours Modelling: From Attention to Imitation,"Fanello, SRF; Gori, I; Pirri, F",2010,"ADVANCES IN VISUAL COMPUTING, PT II",,,
Sensory-Motor Primitives as a Basis for Imitation: Linking Perception to Action and Biology to Robotics,Kerstin Dautenhahn; Chrystopher L. Nehaniv,2002,Imitation in Animals and Artifacts,,,
