title,authors,year,journal,doi,abstract,keywords
Learning Wall Following Behaviour in Robotics through Reinforcement and Image-based States,J. E. Domenech; C. V. Regueiro; C. Gamallo; P. Quintia,2007,2007 IEEE International Symposium on Industrial Electronics,10.1109/isie.2007.4374932,,
LLM-BRAIn: AI-driven Fast Generation of Robot Behaviour Tree based on Large Language Model,A. Lykov; D. Tsetserukou,2024,2024 2nd International Conference on Foundation and Large Language Models (FLLM),10.1109/fllm63129.2024.10852491,,
Robotic system for eye contact training of children with autism,Jung Hyun Lee; Hae Yong Kang; Dong Hwan Kim; Jong Suk Choi; Sung-Kee Park,2013,IEEE ISR 2013,10.1109/isr.2013.6695678,,
Goal-Oriented Simulation-Based Motion Interpolator for Complex Contact Transition: Experiments on Knee-Contact Behavior,S. Noda; Y. Kakiuchi; H. Takeda; K. Okada; M. Inaba,2018,2018 IEEE-RAS 18th International Conference on Humanoid Robots (Humanoids),10.1109/humanoids.2018.8625028,,
Communication between behavior-based robots with emotion model and humans,T. Ogata; S. Sugano,1998,"SMC'98 Conference Proceedings. 1998 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.98CH36218)",10.1109/icsmc.1998.727840,,
Fuzzy discrete event system based behavior modulation in mobile robotics,R. Huq; G. K. I. Mann; R. G. Gosine,2005,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2005.1545415,,
Behavior evolution of autonomous mobile robot using genetic programming based on evolvable hardware,Dong-Wook Lee; Chang-Bong Ban; Kwee-Bo Sim; Ho-Sik Seok; Kwang-Ju Lee; Byoung-Tak Zhang,2000,"Smc 2000 conference proceedings. 2000 ieee international conference on systems, man and cybernetics. 'cybernetics evolving to systems, humans, organizations, and their complex interactions' (cat. no.0",10.1109/icsmc.2000.886608,,
Human behavior interpretation system based on view and motion-based aspect models,M. Furukawa; Y. Kanbara; T. Minato; H. Ishiguro,2003,2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),10.1109/robot.2003.1242237,,
Behavior hierarchy learning in a behavior-based system using reinforcement learning,A. M. Farahmand; M. N. Ahmadabadi; B. N. Araabi,2004,2004 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS) (IEEE Cat. No.04CH37566),10.1109/iros.2004.1389699,,
Fuzzy logic based behaviors blending for intelligent reactive navigation of walking robot,A. A. S. Al-Jumaily; S. H. M. Amin,1999,ISSPA '99. Proceedings of the Fifth International Symposium on Signal Processing and its Applications (IEEE Cat. No.99EX359),10.1109/isspa.1999.818136,,
Study on behavior simulation for picking manipulator in virtual environment based on binocular stereo vision,Hongjun Wang; Xiangjun Zou; Changyu Liu; Jun Lu; Tianhu Liu,2008,2008 Asia Simulation Conference - 7th International Conference on System Simulation and Scientific Computing,10.1109/asc-icsc.2008.4675320,,
Development of a multi-behavior based mobile robot for remote supervisory control through the Internet,R. C. Luo; Tse Min Chen,2000,IEEE/ASME Transactions on Mechatronics,10.1109/3516.891049,,
Behavior-based multi-robot collaboration for autonomous construction tasks,A. Stroupe; T. Huntsberger; A. Okon; H. Aghazarian; M. Robinson,2005,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2005.1545269,,
Subsumption Architecture for Fluid-Advected Chemical Plume Tracing with Soft Obstacle Avoidance,Wei Li; D. Carter,2006,OCEANS 2006,10.1109/oceans.2006.307015,,
GA-Aided Elman Neural Network Controller For Behavior-Based Robot,Hongli Zhou; Ge Guo; Manqiang Liu,2006,2006 6th World Congress on Intelligent Control and Automation,10.1109/wcica.2006.1713754,,
Fuzzy logic and behavior control strategy for autonomous mobile robot mapping,E. Tunstel; M. Jamshidi,1994,Proceedings of 1994 IEEE 3rd International Fuzzy Systems Conference,10.1109/fuzzy.1994.343732,,
Overtaking in Centralized Multi Robot Formation Control Based on Pedestrian Behavior,Y. P. Pane; S. Fuady; K. Mutijarsa,2013,2013 UKSim 15th International Conference on Computer Modelling and Simulation,10.1109/uksim.2013.146,,
Experience-based representation construction: learning from human and robot teachers,M. N. Nicolescu; M. J. Mataric,2001,Proceedings 2001 IEEE/RSJ International Conference on Intelligent Robots and Systems. Expanding the Societal Role of Robotics in the the Next Millennium (Cat. No.01CH37180),10.1109/iros.2001.976257,,
Agent-based control for fuzzy behavior programming in robotic excavation,Fei-Yue Wang,2004,IEEE Transactions on Fuzzy Systems,10.1109/tfuzz.2004.832522,,
Event-based device-behavior switching in surgical human-robot interaction,M. Daniele Comparetti; E. Beretta; M. Kunze; E. De Momi; J. Raczkowsky; G. Ferrigno,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2014.6907106,,
Encoding Robot Behavior as Sensory-Based Adaptation of Learned Skillful Trajectories,J. Madera; L. Varveropoulos; A. M. Fey,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11247078,,
Design and implementation of behavior-based coordination system on soccer robot,M. I. Hartanto; K. Mutijarsa,2017,2017 International Conference on Information Technology Systems and Innovation (ICITSI),10.1109/icitsi.2017.8267941,,
Game theory-based research on cooperative behavior of group robots,Ping Yang; Cui-ming Li; Xiao-xing Shi,2011,2011 Second International Conference on Mechanic Automation and Control Engineering,10.1109/mace.2011.5986922,,
A deep reinforcement learning based approach towards generating human walking behavior with a neuromuscular model,A. S. Anand; G. Zhao; H. Roth; A. Seyfarth,2019,2019 IEEE-RAS 19th International Conference on Humanoid Robots (Humanoids),10.1109/humanoids43949.2019.9035034,,
Behavior control of multi-robot using the prior-knowledge based reinforcement learning,Meiping Song; Guochang Gu; Rubo Zhang,2004,Fifth World Congress on Intelligent Control and Automation (IEEE Cat. No.04EX788),10.1109/wcica.2004.1343673,,
Development of arm system for human-robot emotional communication,T. Ogata; T. Komiya; S. Sugano,2000,"2000 26th Annual Conference of the IEEE Industrial Electronics Society. IECON 2000. 2000 IEEE International Conference on Industrial Electronics, Control and Instrumentation. 21st Century Technologies",10.1109/iecon.2000.973196,,
Programming Robot Interaction Behavior During Kinesthetic Teaching Exploiting sEMG-Based Interfacing and Vibrotactile Feedback,R. Meattini; A. Govoni; K. Galassi; D. Chiaravalli; G. Palli; C. Melchiorri,2025,IEEE/ASME Transactions on Mechatronics,10.1109/tmech.2025.3603402,,
Unsupervised Discovery of Behavioral Primitives from Sensorimotor Dynamic Functional Connectivity,F. D. Ledezma; V. Marcel; M. Hoffmann,2025,2025 IEEE International Conference on Development and Learning (ICDL),10.1109/icdl63968.2025.11204389,,
Reinforcement learning for a vision based mobile robot,C. Gaskett; L. Fletcher; A. Zelinsky,2000,Proceedings. 2000 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2000) (Cat. No.00CH37113),10.1109/iros.2000.894638,,
Surprise-driven acquisition of visual object representations for cognitive mobile robots,W. Maier; E. Steinbach,2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5979718,,
A Novel YOLOv8-Pose-Based Algorithm for Abnormal Behavior Analysis of Quadruped Robots,S. Liu; T. Zhang; H. Ji; L. Wang,2024,2024 IEEE 13th Data Driven Control and Learning Systems Conference (DDCLS),10.1109/ddcls61622.2024.10606629,,
Adaptive Behavior Acquisition of a Robot Based on Affective Feedback and Improvised Teleoperation,M. Hirokawa; A. Funahashi; Y. Itoh; K. Suzuki,2019,IEEE Transactions on Cognitive and Developmental Systems,10.1109/tcds.2018.2846778,,
Behavior Tree Based Controller for a Soft Rehabilitation Device Stretchbox,I. Zubrycki,2024,2024 13th International Workshop on Robot Motion and Control (RoMoCo),10.1109/romoco60539.2024.10604409,,
On the relation between friction and part shape in parallel-jaw grasping,A. S. Rao; K. Y. Goldberg,1993,[1993] Proceedings IEEE International Conference on Robotics and Automation,10.1109/robot.1993.292215,,
Swarm of robots flocking via the null-space-based behavioral control,G. Antonelli; F. Arrichiello; S. Chiaverini,2009,2009 IEEE International Conference on Automation and Logistics,10.1109/ical.2009.5262623,,
Imitative behavior generation for a vision-based partner robot,N. Kubota; Y. Nojima; F. Kojima,2004,2004 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS) (IEEE Cat. No.04CH37566),10.1109/iros.2004.1389879,,
Implementation of Multi-valued Fuzzy Behavior Control for Robot Navigation in Cluttered Environments,M. F. Selekwa; D. D. Dunlap; E. G. Collins,2005,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,10.1109/robot.2005.1570682,,
An Autonomous Task Algorithm Based on Behavior Trees for Robot,H. Zhou; H. Min; Y. Lin,2019,2019 2nd China Symposium on Cognitive Computing and Hybrid Intelligence (CCHI),10.1109/cchi.2019.8901959,,
Robot 3D force-based surface-tracking,R. Araujo; U. Nunes; A. T. de Almeida,1994,Proceedings of IECON'94 - 20th Annual Conference of IEEE Industrial Electronics,10.1109/iecon.1994.397886,,
Cooperative behavior acquisition mechanism for a multi-robot system based on reinforcement learning in continuous space,T. Yasuda; K. Ohkura; T. Taura,2003,Proceedings 2003 IEEE International Symposium on Computational Intelligence in Robotics and Automation. Computational Intelligence in Robotics and Automation for the New Millennium (Cat. No.03EX694),10.1109/cira.2003.1222226,,
Human modeled robot screw fastening,G. C. Pettinaro,1998,"Proceedings. 1998 IEEE/RSJ International Conference on Intelligent Robots and Systems. Innovations in Theory, Practice and Applications (Cat. No.98CH36190)",10.1109/iros.1998.727431,,
Carl — A compliant robotic leg featuring mono- and biarticular actuation,S. Schütz; A. Nejadfard; K. Mianowski; P. Vonwirth; K. Berns,2017,2017 IEEE-RAS 17th International Conference on Humanoid Robotics (Humanoids),10.1109/humanoids.2017.8246888,,
An investigation of MML methods for fault diagnosis in mobile robots,J. Carlson; R. R. Murphy,2004,2004 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS) (IEEE Cat. No.04CH37566),10.1109/iros.2004.1389349,,
A Robot Trace Maker: Modeling the Fossil Evidence of Early Invertebrate Behavior,T. J. Prescott; C. Ibbotson,1997,Artificial Life,10.1162/artl.1997.3.4.289,,
Complete coverage path planning and guidance for cleaning robots,R. N. De Carvalho; H. A. Vidal; P. Vieira; M. I. Ribeiro,1997,ISIE '97 Proceeding of the IEEE International Symposium on Industrial Electronics,10.1109/isie.1997.649051,,
Vision-based reinforcement learning for humanoid behavior generation with rhythmic walking parameters,M. Ogino; Y. Katoh; M. Aono; M. Asada; K. Hosoda,2003,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),10.1109/iros.2003.1248883,,
Behavior coordination of autonomous mobile robot navigation by neuro-fuzzy system,S. Khatoon; S. Khatoon,2005,"Proceedings of the IEEE 31st Annual Northeast Bioengineering Conference, 2005.",10.1109/nebc.2005.1431924,,
Control and coordination of biomimetic robotic fish,Junzhi Yu; Yimin Fang; Wei Zhao; Long Wang,2005,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2005.1545477,,
Control architectures for autonomous mobile robots,R. Chatila,1994,Proceedings of PerAc '94. From Perception to Action,10.1109/fpa.1994.636109,,
Multi-robot Formation Control Based on Behavior,Z. Zhang; R. Zhang; X. Liu,2008,2008 International Conference on Computer Science and Software Engineering,10.1109/csse.2008.471,,
Development of control assistant system for robotic wheelchair-estimation of user's behavior based on measurements of gaze and environment,Y. Adachi; K. Goto; Y. Matsumoto; T. Ogasawara,2003,Proceedings 2003 IEEE International Symposium on Computational Intelligence in Robotics and Automation. Computational Intelligence in Robotics and Automation for the New Millennium (Cat. No.03EX694),10.1109/cira.2003.1222238,,
Robot Behavior Design Expressing Confidence/Unconfidence based on Human Behavior Analysis,H. Sekino; E. Kasano; W. -F. Hsieh; E. Sato-Shimokawara; T. Yamaguchi,2020,2020 17th International Conference on Ubiquitous Robots (UR),10.1109/ur49135.2020.9144862,,
Introducing Geometric Constraint Expressions Into Robot Constrained Motion Specification and Control,G. Borghesan; E. Scioni; A. Kheddar; H. Bruyninckx,2016,IEEE Robotics and Automation Letters,10.1109/lra.2015.2506119,,
Behavior-based learning fuzzy rules for mobile robots,S. Thongchai,2002,Proceedings of the 2002 American Control Conference (IEEE Cat. No.CH37301),10.1109/acc.2002.1023148,,
Performance guarantees for C-WMD robot missions,S. Jiang; R. C. Arkin; D. M. Lyons; T. -M. Liu; D. Harrington,2013,"2013 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",10.1109/ssrr.2013.6719332,,
"BT-TL-DMPs: A Novel Robot TAMP Framework Combining Behavior Tree, Temporal Logic, and Dynamical Movement Primitives",Z. Liu; S. Wu; H. Luo; D. Qin; Y. Fang,2026,IEEE/ASME Transactions on Mechatronics,10.1109/tmech.2026.3665687,,
Multi-Robot Localization and Mapping Strategy: Utilizing Behavior Based Dynamic Tree Structure and Observer-explorer Routine,K. K. Leung; G. Gallagher,2007,2007 IEEE International Conference on Automation Science and Engineering,10.1109/coase.2007.4341721,,
Model Based Human Behaviour and Intention Estimation in Physical Human-Robot Interaction Scenarios,E. Ozkara; M. M. Ankarali,2025,2025 34th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man63969.2025.11217658,,
Reflex and Emotion-based Behavior Selection for Toy Robot,D. -H. Lee; K. -B. Lee; J. -H. Kim,2007,RO-MAN 2007 - The 16th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2007.4415157,,
Behavior analysis in free space and obstacle environment of swarm robot systems based on vicsek model,Zongchun Liu; Yantao Tian; Mao Yang,2010,2010 2nd International Conference on Advanced Computer Control,10.1109/icacc.2010.5487023,,
Competition and co-operation-a model for behaviour-based robot controllers,A. D. Webber; D. L. Bisset,1994,Proceedings of PerAc '94. From Perception to Action,10.1109/fpa.1994.636128,,
Joint-action for humans and industrial robots for assembly tasks,C. Lenz; S. Nair; M. Rickert; A. Knoll; W. Rosel; J. Gast; A. Bannat; F. Wallhoff,2008,RO-MAN 2008 - The 17th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2008.4600655,,
Finding Consensus Without Computation,A. Özdemir; M. Gauci; S. Bonnet; R. Groß,2018,IEEE Robotics and Automation Letters,10.1109/lra.2018.2795640,,
P300 BCI based planning behavior selection network for humanoid robot control,S. -J. Yun; M. -C. Lee; S. -B. Cho,2013,2013 Ninth International Conference on Natural Computation (ICNC),10.1109/icnc.2013.6818000,,
Obrero: a platform for sensitive manipulation,E. Torres-Jara,2005,"5th IEEE-RAS International Conference on Humanoid Robots, 2005.",10.1109/ichr.2005.1573588,,
Decentralized coordinated motion for a large team of robots preserving connectivity and avoiding collisions,A. Li; W. Luo; S. Nagavalli; K. Sycara,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2017.7989180,,
Behavior Tree-Based Task Planning for Multiple Mobile Robots using a Data Distribution Service,S. Jeong; T. Ga; I. Jeong; J. Choi,2022,2022 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),10.1109/aim52237.2022.9863364,,
Impedance control as merging mechanism for a behaviour-based architecture,G. Beccari; S. Stramigioli,1998,Proceedings. 1998 IEEE International Conference on Robotics and Automation (Cat. No.98CH36146),10.1109/robot.1998.677305,,
The object oriented analysis and modeling for obstacle avoidance of a behavior-based robot,Qian Zhang; Yong-Fei Zhang; Shi-Yin Qin,2007,"2007 IEEE International Conference on Systems, Man and Cybernetics",10.1109/icsmc.2007.4413908,,
Adaptive behavior design based on FNN for the mobile robot,C. Li; P. Chen; Y. Li,2009,2009 IEEE International Conference on Automation and Logistics,10.1109/ical.2009.5262625,,
Knowing Where to Look: A Planning-based Architecture to Automate the Gaze Behavior of Social Robots,C. Mishra; G. Skantze,2022,2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man53752.2022.9900740,,
Anticipatory robot navigation by simultaneously localizing and building a cognitive map,Y. Endo; R. C. Arkin,2003,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),10.1109/iros.2003.1250672,,
Dancing behavior modeling and logic control simulation of two_wheeled robot based on Stateflow,J. Yu; Q. Yang; L. Sun; G. Wang,2012,Proceedings of the 10th World Congress on Intelligent Control and Automation,10.1109/wcica.2012.6357845,,
Tutorial III intelligence and cognition for robotics,N. Kubota,2015,2015 Conference on Technologies and Applications of Artificial Intelligence (TAAI),10.1109/taai.2015.7407136,,
Approach to integrate episodic memory into cogency-based behavior planner for robots,Min-Joo Kim; S. -H. Baek; S. -H. Cho; J. -H. Kim,2016,"2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/smc.2016.7844889,,
Bottom-up construction of state representation for humanoid robot based on behavior of image feature,S. Watanabe; Y. Kobayashi,2015,2015 International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS),10.1109/iciibms.2015.7439516,,
A local behavior selection method of mobile robots based on a novel “environment-emotion” model,H. Zhai; J. Wang; J. Xie; W. Lin; B. Zhang,2022,2022 41st Chinese Control Conference (CCC),10.23919/ccc55666.2022.9902747,,
A Design of an Autonomous Mobile Robot's Navigation System Based Behaviours,J. Peng; X. Yang,2010,2010 Second WRI Global Congress on Intelligent Systems,10.1109/gcis.2010.212,,
Combining multiple goals in a behavior-based architecture,J. K. Rosenblatt; C. E. Thorpe,1995,Proceedings 1995 IEEE/RSJ International Conference on Intelligent Robots and Systems. Human Robot Interaction and Cooperative Robots,10.1109/iros.1995.525787,,
Behavior-based intention inference for intelligent robots cooperating with human,Y. Inagaki; H. Sugie; H. Aisu; S. Ono; T. Unemi,1995,Proceedings of 1995 IEEE International Conference on Fuzzy Systems.,10.1109/fuzzy.1995.409904,,
Emotion-sensitive robots - a new paradigm for human-robot interaction,P. Rani; N. Sarkar,2004,"4th IEEE/RAS International Conference on Humanoid Robots, 2004.",10.1109/ichr.2004.1442120,,
Variable impedance walking using Time-Varying Lyapunov Stability Margins,E. Spyrakos-Papastavridis; P. R. N. Childs; N. G. Tsagarakis,2017,2017 IEEE-RAS 17th International Conference on Humanoid Robotics (Humanoids),10.1109/humanoids.2017.8246892,,
Development of Behavior based Robot manipulation using Actor-Critic architecture,P. Shukla; M. Pegu; G. C. Nandi,2021,2021 8th International Conference on Signal Processing and Integrated Networks (SPIN),10.1109/spin52536.2021.9566102,,
Behaviour Tree-Based Task Execution Controller for Internal Transportation Robots,B. Cybulski; P. Smyczyński; G. Granosik,2024,2024 13th International Workshop on Robot Motion and Control (RoMoCo),10.1109/romoco60539.2024.10604423,,
Experimental prediction of the performance of grasp tasks from visual features,A. Morales; E. Chinellato; A. H. Fagg; A. P. del Pobil,2003,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),10.1109/iros.2003.1249685,,
Emerging Locomotion Behavior by Maximizing Entropy-Based Information Metrics,E. Zereik; L. Zanetti; F. Bonsignorio,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3621967,,
Dynamic growth of robot formation using only local sensing and minimal communication,J. Khurshid; Hong Bing-Rong; Gao Qing-Ji,2004,"ICARCV 2004 8th Control, Automation, Robotics and Vision Conference, 2004.",10.1109/icarcv.2004.1468838,,
An efficient programming framework for socially assistive robots based on separation of robot behavior description from execution,C. Jayawardena; I. -H. Kuo; B. A. MacDonald,2013,"2013 6th IEEE Conference on Robotics, Automation and Mechatronics (RAM)",10.1109/ram.2013.6758575,,
Human-robot communication by physical interaction-distributed agent control system and the learning algorithm,T. Ogata; T. Komiya; S. Sugano,1999,"IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)",10.1109/icsmc.1999.825400,,
Using incremental learning for transition from rule based behavior to motion sequences for motor control of a flexible robot system,K. Hohm; E. Brucherselfer; H. G. Boetselaars,1999,"IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)",10.1109/icsmc.1999.816629,,
Behavior-based fuzzy logic control for a one-on-one robot soccer competition,T. . -H. S. Li; I-Fong Lin; Tsung-Ming Hung,2002,2002 IEEE World Congress on Computational Intelligence. 2002 IEEE International Conference on Fuzzy Systems. FUZZ-IEEE'02. Proceedings (Cat. No.02CH37291),10.1109/fuzz.2002.1005036,,
A Programming Framework Supporting An Ethology-based Behavior Control Architecture,S. Lee; I. H. Suh,2006,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2006.281902,,
Task Generalization for Robust One-Shot Robot Programming using Entity-based Resources,E. M. Orendt; D. Henrich,2018,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),10.1109/roman.2018.8525633,,
Instant-goal-driven methods for behavior-based mobile robot navigation,S. S. Ge; Y. Cui; Cishen Zhang,2003,Proceedings of the 2003 IEEE International Symposium on Intelligent Control,10.1109/isic.2003.1253951,,
Motion coordination of behavior-based controller for brachiation robot,Y. Hasegawa; T. Fukuda,1999,"IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)",10.1109/icsmc.1999.816671,,
Cooperative behavior acquisition in multi robots environment by reinforcement learning based on action selection level,Hai-Tao Chu; Bing-Rong Hong,2000,Proceedings. 2000 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2000) (Cat. No.00CH37113),10.1109/iros.2000.893216,,
Robot behavior control system based on user's attitude using SCL,N. Munekata; M. Tsujimoto; T. Ono,2015,2015 24th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),10.1109/roman.2015.7333595,,
LLM-BT: Performing Robotic Adaptive Tasks based on Large Language Models and Behavior Trees,H. Zhou; Y. Lin; L. Yan; J. Zhu; H. Min,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610183,,
Multilayered fuzzy behavior fusion for reactive control of an autonomous mobile robot,S. G. Goodridge; M. G. Kay; R. C. Luo,1997,Proceedings of 6th International Fuzzy Systems Conference,10.1109/fuzzy.1997.616431,,
Embedded fuzzy logic-based wall-following behavior for mobile robot navigation,E. Tunstel; M. Jamshidi,1994,NAFIPS/IFIS/NASA '94. Proceedings of the First International Joint Conference of The North American Fuzzy Information Processing Society Biannual Conference. The Industrial Fuzzy Control and Intellige,10.1109/ijcf.1994.375094,,
Fuzzy control of a behavior-based mobile robot,S. X. Yang; Hao Li; M. Meng,2003,"The 12th IEEE International Conference on Fuzzy Systems, 2003. FUZZ '03.",10.1109/fuzz.2003.1209382,,
Robot Interaction Behavior Generation based on Social Motion Forecasting for Human-Robot Interaction,E. V. Mascaro; Y. Yan; D. Lee,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610682,,
Adaptive action selection without explicit communication for multi-robot box-pushing,S. Yamada; J. Saito,1999,Proceedings 1999 IEEE/RSJ International Conference on Intelligent Robots and Systems. Human and Environment Friendly Robots with High Intelligence and Emotional Quotients (Cat. No.99CH36289),10.1109/iros.1999.811682,,
Behavior-based neuro-fuzzy controller for mobile robot navigation,P. Rusu; E. M. Petriu; T. E. Whalen; A. Cornell; H. J. W. Spoelder,2002,IMTC/2002. Proceedings of the 19th IEEE Instrumentation and Measurement Technology Conference (IEEE Cat. No.00CH37276),10.1109/imtc.2002.1007202,,
Behavior based multi robot cooperation by target/task negotiation,A. Al-Jumaily; S. Kozak,2004,"IEEE Conference on Robotics, Automation and Mechatronics, 2004.",10.1109/ramech.2004.1437997,,
Reinforcement learning in a behaviour-based control architecture for marine archaeology,G. Frost; F. Maurelli; D. M. Lane,2015,OCEANS 2015 - Genova,10.1109/oceans-genova.2015.7271619,,
Bayesian network-based behavior control for skilligent robots,S. H. Lee; I. H. Suh,2009,2009 IEEE International Conference on Robotics and Automation,10.1109/robot.2009.5152409,,
Fuzzy control for behavior-based mobile robots,J. Yung-Jen Hsu; Der-Chiang Lo; Shih-Chun Hsu,1994,NAFIPS/IFIS/NASA '94. Proceedings of the First International Joint Conference of The North American Fuzzy Information Processing Society Biannual Conference. The Industrial Fuzzy Control and Intellige,10.1109/ijcf.1994.375097,,
"Mirror neurons, imitation and the learning of movement sequences",Y. Demiris,2002,"Proceedings of the 9th International Conference on Neural Information Processing, 2002. ICONIP '02.",10.1109/iconip.2002.1202141,,
Neural network based model for visual-motor integration learning of robot's drawing behavior: Association of a drawing motion from a drawn image,K. Sasaki; H. Tjandra; K. Noda; K. Takahashi; T. Ogata,2015,2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2015.7353752,,
Behavior Selection Mechanism of Two Typical Brain Movement Disorders: Comparative Study Using Robot,W. Yiping; C. Qingwei; H. Weili,2010,2010 International Conference on Digital Manufacturing & Automation,10.1109/icdma.2010.458,,
Estimation behavior of intermittent measurement in EKF-based SLAM,N. A. Othman; H. Ahmad,2014,2014 IEEE Symposium on Industrial Electronics & Applications (ISIEA),10.1109/isiea.2014.8049896,,
Study on Simulation of Mobile Robot Active Olfaction Based on Biological-Inspired Kinesis Response and Tropotaxis Behavior,G. Lu; M. Zhang,2010,2010 Second International Conference on Intelligent Human-Machine Systems and Cybernetics,10.1109/ihmsc.2010.155,,
Learning human compliant behavior from demonstration for force-based robot manipulation,Z. Deng; J. Mi; Z. Chen; L. Einig; C. Zou; J. Zhang,2016,2016 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2016.7866342,,
Fuzzy supervisor for behavioral control of autonomous systems,L. Moreno; E. Moraleda; M. A. Salichs; J. R. Pimentel; A. de la Escalera,1993,Proceedings of IECON '93 - 19th Annual Conference of IEEE Industrial Electronics,10.1109/iecon.1993.339071,,
Towards Blockchain-Based Robonomics: Autonomous Agents Behavior Validation,K. Danilov; R. Rezin; I. Afanasyev; A. Kolotov,2018,2018 International Conference on Intelligent Systems (IS),10.1109/is.2018.8710454,,
Demonstrating self-optimization using a heterogeneous robot group,P. Adelt; B. Kleinjohann; S. Herbrechtsmeier; U. Rückert,2010,2010 8th IEEE International Conference on Industrial Informatics,10.1109/indin.2010.5549650,,
Multi-robot system based on model of wolf hunting behavior to emulate wolf and elk interactions,J. D. Madden; R. C. Arkin; D. R. MacNulty,2010,2010 IEEE International Conference on Robotics and Biomimetics,10.1109/robio.2010.5723472,,
Behavior Cloning-Based Robot Active Object Detection With Automatically Generated Data and Revision Method,S. Liu; G. Tian; X. Shao; S. Liu,2023,IEEE Transactions on Robotics,10.1109/tro.2022.3191745,,
Leader-follower Behavior in Multi-agent Systems for Search and Rescue Based on PSO Approach,N. Gómez; N. Peña; S. Rincón; S. Amaya; J. Calderon,2022,SoutheastCon 2022,10.1109/southeastcon48659.2022.9764133,,
Multi-robot Dynamic Pursuit Scheme Based on Behavior-Merging and Task Decision-Making Technology,H. Zhang; Y. Wu; Y. Cen,2009,2009 WRI World Congress on Computer Science and Information Engineering,10.1109/csie.2009.670,,
Shaping Haru’s Affective Behavior with Valence and Arousal Based Implicit Facial Feedback,H. Wang; G. Chen; R. Gomez; K. Nakamura; B. He; G. Li,2022,2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man53752.2022.9900540,,
Hierarchical animation control of avatars in 3-D virtual environments,Xiaoli Yang; D. C. Petriu; T. E. Whalen; E. M. Petriu,2005,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2005.847134,,
Optimization of Source Identification Algorithm Derived from Moth-Inspired Plume Tracing Strategies,W. Li; J. E. Sutton,2007,2007 International Symposium on Computational Intelligence in Robotics and Automation,10.1109/cira.2007.382842,,
Fuzzy Rule Interpolation-based behavior modeling for human-robot interaction,S. Kovács,2014,2014 IEEE 12th International Symposium on Applied Machine Intelligence and Informatics (SAMI),10.1109/sami.2014.6822388,,
