title,authors,year,journal,doi,abstract,keywords
Proceedings of the 2024 7th International Conference on Signal Processing and Machine Learning,,,,,,
Proceedings of the 2022 5th International Conference on Telecommunications and Communication Engineering,,,,,,
Proceedings of the 2024 International Conference on Sports Technology and Performance Analysis,,,,,,
"Proceedings of the 2025 3rd International Conference on Artificial Intelligence, Systems and Network Security",,,,,,
Proceedings of the 2nd International Conference on Intelligent Education and Computer Technology,,,,,,
"Proceedings of the 2023 5th International Conference on Internet of Things, Automation and Artificial Intelligence",,,,,,
Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,,,,,,
Proceedings of the 2023 7th International Conference on Electronic Information Technology and Computer Engineering,,,,,,
Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,,,,,,
Survey and analysis of multimodal sensor planning and integration for wide area surveillance,,,,,,
Proceedings of the 2025 2nd International Conference on Artificial Intelligence and Future Education,,,,,,
Fuzzy set methods for qualitative and natural language oriented simulation,,,,,,
Abstracts of the 2024 ACM SIGMETRICS/IFIP PERFORMANCE Joint International Conference on Measurement and Modeling of Computer Systems,,,,,,
Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems,,,,,,
Proceedings of the 37th International Conference on Scalable Scientific Data Management,,,,,,
Proceedings of the 2025 International Symposium on Artificial Intelligence and Computational Social Sciences,,,,,,
Systematic protection mechanism design,,,,,,
Proceedings of the 52nd Annual International Symposium on Computer Architecture,,,,,,
Proceedings of the 6th International Conference on Education and Multimedia Technology,,,,,,
Proceedings of the 2023 4th International Conference on Machine Learning and Computer Application,,,,,,
Analysis of computing protection structures by means of multi-valued logic systems,,,,,,
Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,,,,,
Proceedings of the 2025 14th International Conference on Software and Computer Applications,,,,,,
The Apiary network architecture for knowledgeable systems,,,,,,
"Proceedings of the 2026 ACM Conference on Fairness, Accountability, and Transparency",,,,,,
Proceedings of the 2022 10th International Conference on Information Technology: IoT and Smart City,,,,,,
Proceedings of the 2024 International Conference on Cloud Computing and Big Data,,,,,,
Proceedings of the 27th International ACM SIGACCESS Conference on Computers and Accessibility,,,,,,
Proceedings of the 2025 2nd International Conference on Digital Economy and Computer Science,,,,,,
Proceedings of the 28th International Conference on Intelligent User Interfaces,,,,,,
Proceedings of the 14th International Conference on the Internet of Things,,,,,,
"Proceedings of the 2026 2nd International Conference on Big Data, Communication Technology and Computer Applications",,,,,,
Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture,,,,,,
Multi-model parallel programming in psyche,,,,,,
Proceedings of the 2024 7th International Conference on Artificial Intelligence and Pattern Recognition,,,,,,
Proceedings of the 15th ACM/SPEC International Conference on Performance Engineering,,,,,,
Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,,,,,,
Proceedings of the 2025 2nd International Conference on Generative Artificial Intelligence and Information Security,,,,,,
Proceedings of the 5th ACM International Conference on Multimedia in Asia,,,,,,
Proceedings of the 2023 4th International Conference on Computer Science and Management Technology,,,,,,
Proceedings of the 13th International Conference on Information Technology: IoT and Smart City,,,,,,
Proceedings of the 4th Asia-Pacific Artificial Intelligence and Big Data Forum,,,,,,
Proceedings of the 2024 International Conference on Parallel Architectures and Compilation Techniques,,,,,,
Proceedings of the 32nd ACM International Conference on Multimedia,,,,,,
Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,,,,,,
Proceedings of the 2023 9th International Conference on Industrial and Business Engineering,,,,,,
Proceedings of the New Security Paradigms Workshop,,,,,,
Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,,,,,,
Proceedings of the 2025 International Conference on Economic Management and Big Data Application,,,,,,
Proceedings of the 2023 6th International Conference on Information Management and Management Science,,,,,,
Proceedings of the 2025 International Conference on Digital Transformation and Management,,,,,,
Proceedings of the 2024 7th Artificial Intelligence and Cloud Computing Conference,,,,,,
Proceedings of the 2024 16th International Conference on Machine Learning and Computing,,,,,,
Proceedings of the 2025 International Conference on Digital Education and Information Technology,,,,,,
SIGGRAPH Asia 2014 Mobile Graphics and Interactive Applications,,,,,,
Proceedings of the 2023 6th International Conference on Computational Intelligence and Intelligent Systems,,,,,,
Proceedings of the 2023 International Conference on Research in Adaptive and Convergent Systems,,,,,,
Companion Publication of the 2025 Conference on Computer-Supported Cooperative Work and Social Computing,,,,,,
Proceedings of the 2023 4th Asia Service Sciences and Software Engineering Conference,,,,,,
"Proceedings of the 2023 3rd International Conference on Big Data, Artificial Intelligence and Risk Management",,,,,,
Proceedings of the 2025 5th International Conference on Computer Network Security and Software Engineering,,,,,,
"Proceedings of the 2nd International Conference on Digital Society, Information Science and Risk Management",,,,,,
Proceedings of the 2025 International Conference on Educational Technology and Artificial Intelligence,,,,,,
Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,,,,,,
Proceedings of the 28th European Conference on Pattern Languages of Programs,,,,,,
Proceedings of the 29th Symposium on Operating Systems Principles,,,,,,
"Proceedings of the 2025 2nd International Conference on Image Processing, Intelligent Control and Computer Engineering",,,,,,
The early history of Smalltalk,,,,,,
Proceedings of the 5th International Conference on Computer Science and Software Engineering,,,,,,
"Proceedings of the 25th International Symposium on Research in Attacks, Intrusions and Defenses",,,,,,
Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,,,,,,
Proceedings of the 15th Asia-Pacific Symposium on Internetware,,,,,,
Proceedings of the 2025 2nd International Conference on Digital Society and Artificial Intelligence,,,,,,
"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",,,,,,
Workshop on formal verification: (VERkshop),,,,,,
Proceedings of the 41st IEEE/ACM International Conference on Computer-Aided Design,,,,,,
"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",,,,,,
Proceedings of the 2024 International Conference on Smart City and Information System,,,,,,
"Proceedings of the 19th Participatory Design Conference 2026, Vol. 2: Exploratory Papers and Doctoral Colloquium",,,,,,
Proceedings of the 2026 2nd International Conference on Digital Education and Information Technology,,,,,,
Proceedings of the 15th International Conference on Digital Image Processing,,,,,,
"Proceedings of the 17th International Conference on Availability, Reliability and Security",,,,,,
The evolution of Lisp,,,,,,
Proceedings of the 2025 2nd International Conference on Computer and Multimedia Technology,,,,,,
Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,,,,,,
"Proceedings of the 15th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics",,,,,,
Proceedings of the 2023 ACM Asia Conference on Computer and Communications Security,,,,,,
"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 3",,,,,,
Proceedings of the 19th ACM Asia Conference on Computer and Communications Security,,,,,,
Proceedings of the International Conference on Parallel Architectures and Compilation Techniques,,,,,,
Proceedings of the 8th International Conference on Sustainable Information Engineering and Technology,,,,,,
Proceedings of the ACM SIGCOMM 2023 Conference,,,,,,
Proceedings of the ACM on Web Conference 2025,,,,,,
Proceedings of the 2025 ACM Symposium on Cloud Computing,,,,,,
Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,,,,,,
Proceedings of the 42nd Annual ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,,,,,,
"A Reasoning Architecture for Human-Robot Joint Tasks using Physics-, Social-, and Capability-Based Logic","Williams, K; Breazeal, C",2012,2012 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
Towards Capability-Based Worker Modelling in a Smart Factory,"Vernim, S; Walzel, H; Knoll, A; Reinhart, G",2017,2017 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING AND ENGINEERING MANAGEMENT (IEEM),,,
Towards Capability-based Synthesis of Executable Robot Behaviors,"Hayhurst, JWM; Conner, DC",2018,IEEE SOUTHEASTCON 2018,,,
A teleoperation system with collision avoidance capability based on virtual radar,"Takahashi, M; Tsumaki, Y; Nenchev, DN; Uchiyama, M",1997,"RO-MAN '97 SENDAI: 6TH IEEE INTERNATIONAL WORKSHOP ON ROBOT AND HUMAN COMMUNICATION, PROCEEDINGS",,,
A Barebones Communicative Robot Based on Social Contingency and Infomax Control,"Tanaka, F; Movellan, JR",2008,"2008 17TH IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION, VOLS 1 AND 2",,,
Hierarchical Planning for Error Recovery in Automated Industrial Robotic Systems,"Matsuoka, S; Sawaragi, T; Horiguchi, Y; Nakanishi, H",2016,"2016 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS (SMC)",,,
DESIGN OF A NEW WAIST FOR A HEXAPOD ROBOT WITH PARALLEL LEG MECHANISM TO INCREASE ITS STAIR-CLIMBING CAPABILITY,"Liu, JM; Gao, F; Chen, XB",2017,"PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2017, VOL 5B",,,
ON USING EMOTIONS IN DECISION-MAKING BY SITUATED ROBOTS,"Jha, SS; Naika, CLS; Nikhrat, V; Nair, SB",2012,2012 12TH INTERNATIONAL CONFERENCE ON HYBRID INTELLIGENT SYSTEMS (HIS),,,
DYNAMIC MANUFACTURING CAPABILITY ASSESSMENT OF INDUSTRIAL ROBOTS BASED ON FEEDBACK INFORMATION IN CLOUD MANUFACTURING,"Zhang, ZY; Xu, WJ; Liu, Q; Zhou, ZD; Pham, DT",2017,"PROCEEDINGS OF THE ASME 12TH INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE - 2017, VOL 3",,,
PARITY-TIME OPTICAL METAMATERIAL DEVICES,"Wong, ZJ; Feng, L; Ma, RM; Wang, Y; Zhang, X",2015,2015 20TH MICROOPTICS CONFERENCE (MOC),,,
Parity-time Optical Metamaterials,"Wong, ZJ; Feng, L; Ma, RM; Wang, Y; Zhang, X",2015,2015 PHOTONICS CONFERENCE (IPC),,,
Being sociable: Multirobots with self-sustained energy,"Ngo, TD; Raposo, H; Schioler, H",2007,"2007 MEDITERRANEAN CONFERENCE ON CONTROL & AUTOMATION, VOLS 1-4",,,
A pragmatic approach for building a user-friendly and flexible UML model repository,"Belaunde, M",1999,UML'99 - THE UNIFIED MODELING LANGUAGE: BEYOND THE STANDARD,,,
Conversational case-based planning for agent team coordination,"Giampapa, JA; Sycara, K",2001,"CASE-BASED REASONING RESEARCH AND DEVELOPMENT, PROCEEDINGS",,,
Modeling and position control of a high performance twisted-coiled polymer actuator,"Luong, T; Kim, K; Seo, S; Park, JH; Kim, Y; Yang, SY; Cho, KH; Koo, JC; Choi, HR; Moon, H",2018,2018 15TH INTERNATIONAL CONFERENCE ON UBIQUITOUS ROBOTS (UR),,,
Evolution of Cyber-Physical Production Systems supported by community-enabled experiences,"Haubeck, C; Pokahr, A; Lamersdorf, W; Chakraborty, A; Ladiges, J; Fay, A",2017,2017 IEEE 15TH INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN),,,
A Semi-supervised Puzzle-Based Method for Separating the Venous and Arterial Vascular Networks in Retinal Images,"Felipe-Riveron, EM; Castaldi, FMV; Gómez, ES; Vasconcellos, MAL; Morato, CA",2014,"PATTERN RECOGNITION, MCPR 2014",,,
Autonomy: Life and Being,"Williams, MA",2010,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT",,,
Robust System Portfolio Modeling and Solving in Complex System of Systems Construction,"Xia, BY; Zhao, QS; Dou, YJ; Zhan, CW",2016,PROCEEDINGS OF THE 35TH CHINESE CONTROL CONFERENCE 2016,,,
A guidance reconfiguration strategy to handle aileron actuator fault,"Lo, CH; Shin, HS; Tsourdos, A",2015,2015 23RD MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED),,,
Development of an intelligent control system for wood drying processes,"Wang, XCG; Liu, W; Gu, LZ; Sun, CJ; Gu, CKE; de Silva, CW",2001,"2001 IEEE/ASME INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT MECHATRONICS PROCEEDINGS, VOLS I AND II",,,
