Title,Year,DOI
An object-oriented approach using a top-down and bottom-up process for manipulative action recognition,2006,10.1007/11861898_22
Recognition of in-hand manipulation using contact state transition for multifingered robot hand control,2008,10.1016/j.robot.2007.09.018
Assembly planning and task planning — Two prerequisites for automated robot programming,2011,10.1007/978-3-642-16785-0_19
Learning dextrous manipulation skills using the evolution strategy,1997,
Toward Optimal Tabletop Rearrangement with Multiple Manipulation Primitives,2024,10.1109/ICRA57147.2024.10610565
Learning Hierarchical Control for Robust In-Hand Manipulation,2020,10.1109/ICRA40945.2020.9197343
Grey-Box Learning of Adaptive Manipulation Primitives for Robotic Assembly,2023,10.1109/ICRA48891.2023.10161077
Contact Optimization for Non-Prehensile Loco-Manipulation via Hierarchical Model Predictive Control,2023,10.1109/ICRA48891.2023.10160507
Human hand motion analysis with multisensory information,2017,10.1007/978-3-662-53692-6_8
Standardization of Cloth Objects and its Relevance in Robotic Manipulation,2024,10.1109/ICRA57147.2024.10610630
The mechanics of fine manipulation by pushing,1992,
Recognizing teleoperated manipulations,1993,
The adaptive selection matrix - A key component for sensor-based control of robotic manipulators,2010,10.1109/ROBOT.2010.5509419
Manipulation primitive analysis support system of state-based teaching by demonstration in VR - Visualization and simulation of sensory events,2005,10.1109/ISATP.2005.1511474
An Active Palm Enhances Dexterity of Soft Robotic in-Hand Manipulation,2021,10.1109/ICRA48506.2021.9562049
A manipulator plays Jenga,2008,10.1109/MRA.2008.921547
A Grasping-Centered Analysis for Cloth Manipulation,2020,10.1109/TRO.2020.2986921
Grounding of actions based on verbalized physical effects and manipulation primitives,2015,10.1109/IROS.2015.7353470
Dexterous Manipulation Graphs,2018,10.1109/IROS.2018.8594303
Learning dextrous manipulation skills using multisensory information,1996,
Learning of object manipulation operations from continuous multimodal input,2011,10.1109/Humanoids.2011.6100880
Characterization of Grasp Configurations for Multi-Robot Object Pushing,2021,10.1109/MRS50823.2021.9620678
Hybrid Differential Dynamic Programming for Planar Manipulation Primitives,2020,10.1109/ICRA40945.2020.9197414
Modeling and Evaluation of Robust Whole-Hand Caging Manipulation,2019,10.1109/TRO.2019.2890990
"Detection, tracking and 3d modeling of objects with sparse rgb-d slam and interactive perception",2019,10.1109/Humanoids43949.2019.9035001
Robot Learning of Shifting Objects for Grasping in Cluttered Environments,2019,10.1109/IROS40897.2019.8968042
Model Predictive Interaction Control for Robotic Manipulation Tasks,2023,10.1109/TRO.2022.3196607
"Planning and control for dynamic, nonprehensile, and hybrid manipulation tasks",2017,10.1109/ICRA.2017.7989467
Online construction of the manipulation model of an unknown object by a robot hand using the regrasping primitives,2000,10.1163/156855300741492
QDP: Learning to Sequentially Optimise Quasi-Static and Dynamic Manipulation Primitives for Robotic Cloth Manipulation,2023,10.1109/IROS55552.2023.10342002
"Deriving dexterous, in-hand manipulation primitives for adaptive robot hands",2017,10.1109/IROS.2017.8206014
