Title,Year,DOI
Transfer depends on Acquisition: Analyzing Manipulation Strategies for Robotic Feeding,2019,10.1109/hri.2019.8673309
Learning a Generative Transition Model for Uncertainty-Aware Robotic Manipulation,2021,10.1109/IROS51168.2021.9636623
Selective grasp in occluded space by all-around proximity perceptible finger,2020,10.1016/j.robot.2020.103464
Definition and execution of a generic assembly programming paradigm,2008,10.1108/01445150810849028
Reactive Planning for Mobile Manipulation Tasks in Unexplored Semantic Environments,2021,10.1109/ICRA48506.2021.9561958
The GR2 Gripper: An Underactuated Hand for Open-Loop In-Hand Planar Manipulation,2016,10.1109/TRO.2016.2562122
Manipulation of convex objects via two-agent point-contact push,2007,10.1177/0278364907076819
Pneumatic Shape-shifting Fingers to Reorient and Grasp,2018,
Learning dextrous manipulation skills for multifingered robot hands using the evolution strategy,1998,10.1023/A:1007409228154
Contact Mode Guided Motion Planning for Quasidynamic Dexterous Manipulation in 3D,2022,10.1109/ICRA46639.2022.9811872
DeepDynamicHand: A Deep Neural Architecture for Labeling Hand Manipulation Strategies in Video Sources Exploiting Temporal Information,2018,10.3389/fnbot.2018.00086
An Active Palm Enhances Dexterity of Soft Robotic In-Hand Manipulation,2021,10.1109/ICRA48506.2021.9562049
PLATO: Predicting Latent Affordances Through Object-Centric Play,2022,
Modeling and Evaluation of Robust Whole-Hand Caging Manipulation,2019,10.1109/TRO.2019.2890990
Online construction of the manipulation model of an unknown object by a robot hand using the regrasping primitives,2000,10.1163/156855300741492
FFRob: Leveraging symbolic planning for efficient task and motion planning,2018,10.1177/0278364917739114
An Underactuated Hand for Efficient Finger-Gaiting-Based Dexterous Manipulation,2014,
An approach for object manipulation using cooperative agents,2006,10.1109/ROBOT.2006.1641959
Using Manipulation Primitives for Object Sorting in Cluttered Environments,2015,10.1109/TASE.2014.2361346
ROS End-Effector: A Hardware-Agnostic Software and Control Framework for Robotic End-Effectors,2023,10.1007/s10846-023-01911-5
A Framework for Fine Robotic Assembly,2016,
On the Utility of Buffers in Pick-n-Swap Based Lattice Rearrangement,2023,10.1109/ICRA48891.2023.10161182
A Non-Rigid Point and Normal Registration Algorithm with Applications to Learning from Demonstrations,2015,
Manipulation primitive analysis support system of state-based teaching by demonstration in VR - Visualization and simulation of sensory events,2005,10.1109/ISATP.2005.1511474
Effect Regulated Projection of Robot's Action Space for Production and Prediction of Manipulation Primitives Through Learning Progress and Predictability-Based Exploration,2021,10.1109/TCDS.2019.2933900
A manipulator plays Jenga -: Applying multisensor integration in industrial manipulation control,2008,10.1109/MRA.2008.921547
Model Predictive Interaction Control based on a Path-Following Formulation,2022,10.1109/ICMA54519.2022.9856004
